sample_id,raw_input,normalized_degree_part,canonical_degree,canonical_field,degree_level,degree_short_code,split_pattern,expected_layer,expected_status,gold_confidence,training_use,source
L1-00843,Tecnology of Engineering,tecnology of engineering,Bachelor of Engineering,,UG ENGINEERING,BE,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00844,BTech (Aerospace Engineering),btech,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00845,"B. Tech, Electrical Engineering",b tech,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00846,"B. Tech, Instrumentation Engineering",b tech,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00847,B.Tech. in Computer Science and Engineering,btech,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00848,B.Tech. - Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00849,"B.Tech., Data Science",btech,Bachelor of Engineering,Data Science,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00850,B.Tech. in Civil Engineering,btech,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00851,Bachelor of Engineering in Electronics and Communication Engineering,bachelor of engineering,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00852,B.Tech. - Textile Engineering,btech,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00853,4-Year B.Tech in Software Engineering,4 year btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00854,B.Tech. (Mathematics),btech,Bachelor of Engineering,Mathematics,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00855,B.Tech (Hons) - Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00856,"BTECH, Software Engineering",btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00857,B.Tech in Metallurgical Engineering,btech,Bachelor of Engineering,Metallurgical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00858,"BTECH, Computer Science and Engineering",btech,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00859,Bacheler of Technology - Information Technology,bacheler of technology,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00860,B.Tech - Chemical Engineering,btech,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00861,BTech - Software Engineering,btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00862,BTech / Business Administration,btech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00863,"B.Tech., Mathematics",btech,Bachelor of Engineering,Mathematics,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00864,B.Tech / Electrical Engineering,btech,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00865,4-Year B.Tech (Business Administration),4 year btech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00866,B. Tech - Electronics and Communication Engineering,b tech,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00867,Bachelor of Engineering in Finance,bachelor of engineering,Bachelor of Engineering,Finance,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00868,"B.Tech (Hons), Electronics and Communication Engineering",btech electronics and communication engineering,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00869,BTech / Chemical Engineering,btech,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00870,Bacheler of Technology - Electronics and Communication Engineering,bacheler of technology,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00871,B.Tech. in Mathematics,btech,Bachelor of Engineering,Mathematics,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00872,B.Tech - Business Administration,btech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00873,Bachelor of Engineering - Electronics and Communication Engineering,bachelor of engineering,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00874,4-Year B.Tech / Physics,4 year btech,Bachelor of Engineering,Physics,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00875,"B.Tech (Hons), Computer Science and Engineering",btech computer science and engineering,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00876,Bachelor of Engineering / Aerospace Engineering,bachelor of engineering,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00877,4-Year B.Tech / Aerospace Engineering,4 year btech,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00878,B.Tech - Electrical Engineering,btech,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00879,BTech in Finance,btech,Bachelor of Engineering,Finance,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00880,BTECH in Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00881,Bachelor of Engineering in Mechanical Engineering,bachelor of engineering,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00882,Bacheler of Technology (Physics),bacheler of technology,Bachelor of Engineering,Physics,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00883,B.Tech (Hons) - Software Engineering,btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00884,B.Tech (Hons) - Computer Science and Engineering,btech,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00885,"B.Tech., Software Engineering",btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00886,"B. Tech, Mechanical Engineering",b tech,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00887,"B.Tech/BE, Computer Science and Engineering",btech be,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00888,"B.Tech/BE, Software Engineering",btech be,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00889,BTech (Production Engineering),btech,Bachelor of Engineering,Production Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00890,Bachelor of Engineering - Data Science,bachelor of engineering,Bachelor of Engineering,Data Science,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00891,B.Tech (Hons) in Electrical Engineering,btech,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00892,B.Tech (Hons) / Artificial Intelligence and Machine Learning,btech,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00893,"B.Tech/BE, Business Administration",btech be,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00894,"Bacheler of Technology, Electrical Engineering",bacheler of technology,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00895,B.Tech. - Production Engineering,btech,Bachelor of Engineering,Production Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00896,"B.Tech., Food Technology",btech,Bachelor of Engineering,Food Technology,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00897,B. E. (Hons),b e,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00898,"B.Tech., Textile Engineering",btech,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00899,BTech / Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00900,B. Tech / Business Administration,b tech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00901,B. Tech in Civil Engineering,b tech,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00902,BTech in Physics,btech,Bachelor of Engineering,Physics,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00903,Bacheler of Technology (Electronics and Communication Engineering),bacheler of technology,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00904,B.Tech. (Business Administration),btech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00905,B.Tech/BE - Textile Engineering,btech be,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00906,B.Tech. - Mathematics,btech,Bachelor of Engineering,Mathematics,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00907,BTECH - Finance,btech,Bachelor of Engineering,Finance,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00908,B.Tech. (Artificial Intelligence and Machine Learning),btech,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00909,"B.Tech/BE, Production Engineering",btech be,Bachelor of Engineering,Production Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00910,Engg of Engineering,engg of engineering,Bachelor of Engineering,,UG ENGINEERING,BE,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00911,B.Tech/BE (Electrical Engineering),btech be,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00912,4-Year B.Tech - Mining Engineering,4 year btech,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00913,B. Tech in Mathematics,b tech,Bachelor of Engineering,Mathematics,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00914,Bachelor of Engineering - Finance,bachelor of engineering,Bachelor of Engineering,Finance,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00915,B.Tech (Hons) (Data Science),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00916,Bacheler of Technology in Food Technology,bacheler of technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00917,B.Tech/BE / Production Engineering,btech be,Bachelor of Engineering,Production Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00918,B.Tech/BE / Environmental Engineering,btech be,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00919,B.Tech (Hons) - Chemistry,btech,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00920,BTECH in Physics,btech,Bachelor of Engineering,Physics,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00921,Bacheler of Technology (Civil Engineering),bacheler of technology,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00922,B.Tech (Data Science),btech,Bachelor of Engineering,Data Science,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00923,B.Tech in Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00924,4-Year B.Tech in Chemical Engineering,4 year btech,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00925,Bachelor of Engineering - Mechanical Engineering,bachelor of engineering,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00926,Bacheler of Technology in Finance,bacheler of technology,Bachelor of Engineering,Finance,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00927,4-Year B.Tech (Mechanical Engineering),4 year btech,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00928,B.Tech (Hons) - Cybersecurity,btech,Bachelor of Engineering,Cybersecurity,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00929,BTech in Software Engineering,btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00930,B. Tech / Electronics and Communication Engineering,b tech,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00931,"BTech, Finance",btech,Bachelor of Engineering,Finance,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00932,B.Tech - Chemistry,btech,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00933,Bachelor of Engineering in Electrical Engineering,bachelor of engineering,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00934,B.Tech (Hons) (Computer Science and Engineering),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00935,Bacheler of Technology / Artificial Intelligence and Machine Learning,bacheler of technology,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00936,"BTech, Software Engineering",btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00937,B.Tech / Textile Engineering,btech,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00938,Bacheler of Technology (Data Science),bacheler of technology,Bachelor of Engineering,Data Science,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00939,B.Tech - Biotechnology Engineering,btech,Bachelor of Engineering,Biotechnology Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00940,B.Tech. (Mining Engineering),btech,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00941,B.Tech (Hons) (Mechanical Engineering),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00942,B.Tech (Hons) (Biotechnology Engineering),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00943,"B.Tech (Hons), Environmental Engineering",btech environmental engineering,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00944,BTech in Civil Engineering,btech,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00945,B. Tech in Finance,b tech,Bachelor of Engineering,Finance,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00946,B.Tech. (Chemistry),btech,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00947,B.Tech/BE in Civil Engineering,btech be,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00948,B. Tech (Aerospace Engineering),b tech,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00949,4-Year B.Tech / Production Engineering,4 year btech,Bachelor of Engineering,Production Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00950,"B.Tech., Electronics and Communication Engineering",btech,Bachelor of Engineering,Electronics and Communication Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00951,"Bachelor of Engineering, Finance",bachelor of engineering,Bachelor of Engineering,Finance,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00952,"Bacheler of Technology, Mechanical Engineering",bacheler of technology,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00953,B E,b e,Bachelor of Engineering,,UG ENGINEERING,BE,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00954,Bacheler of Technology / Food Technology,bacheler of technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00955,"Bachelor of Engineering, Environmental Engineering",bachelor of engineering,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00956,BTECH / Software Engineering,btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00957,4-Year B.Tech - Cybersecurity,4 year btech,Bachelor of Engineering,Cybersecurity,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00958,"B.Tech (Hons), Instrumentation Engineering",btech instrumentation engineering,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00959,Bacheler of Technology / Business Administration,bacheler of technology,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00960,B.Tech (Hons) (Food Technology),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00961,BTech - Computer Science and Engineering,btech,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00962,Bachelor of Engineering - Software Engineering,bachelor of engineering,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00963,B.Tech/BE (Chemistry),btech be,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00964,B.Tech/BE (Biotechnology Engineering),btech be,Bachelor of Engineering,Biotechnology Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00965,B.Tech. - Artificial Intelligence and Machine Learning,btech,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00966,B.Tech (Software Engineering),btech,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00967,BTech in Textile Engineering,btech,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00968,B.Tech/BE (Mechanical Engineering),btech be,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00969,BTech in Information Technology,btech,Bachelor of Engineering,Information Technology,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00970,4-Year B.Tech in Biotechnology Engineering,4 year btech,Bachelor of Engineering,Biotechnology Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00971,B.Tech/BE / Textile Engineering,btech be,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00972,B.Tech (Hons) in Aerospace Engineering,btech,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00973,4-Year B.Tech / Chemistry,4 year btech,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00974,B.Eng Hons,beng,Bachelor of Engineering,,UG ENGINEERING,BE,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00975,B.Tech (Hons) (Electrical Engineering),btech,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00976,BachelerofEngineering,bachelerofengineering,Bachelor of Engineering,,UG ENGINEERING,BE,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00977,B.Tech (Hons) - Artificial Intelligence and Machine Learning,btech,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00978,BTech in Chemical Engineering,btech,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00979,B.Tech/BE (Artificial Intelligence and Machine Learning),btech be,Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00980,"B.Tech., Business Administration",btech,Bachelor of Engineering,Business Administration,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00981,B.Tech in Chemistry,btech,Bachelor of Engineering,Chemistry,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00982,"B. Tech, Data Science",b tech,Bachelor of Engineering,Data Science,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00983,BTech / Finance,btech,Bachelor of Engineering,Finance,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00984,B. Tech - Electrical Engineering,b tech,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,BE,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00985,4-Year B.Tech / Environmental Engineering,4 year btech,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,BE,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00986,B.Tech/BE (Software Engineering),btech be,Bachelor of Engineering,Software Engineering,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00987,"BTech, Cybersecurity",btech,Bachelor of Engineering,Cybersecurity,UG ENGINEERING,BE,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00988,Bacheler of Technology in Civil Engineering,bacheler of technology,Bachelor of Engineering,Civil Engineering,UG ENGINEERING,BE,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00989,"B.Tech (Hons), Electrical Engineering",btech electrical engineering,Bachelor of Engineering,,UG ENGINEERING,BE,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
