sample_id,dataset_id,included_systems,raw_input,normalized_input,canonical_degree,canonical_country_system,country_code,region,qualification_level,degree_family,short_code,duration_hint,local_level,variant_alias_kind,variant_prefix_kind,variant_suffix_kind,variant_case_kind,expected_status,expected_layer,is_degree_only,source_note,is_ambiguous_across_systems,is_ambiguous_across_degrees,duplicate_normalized_count
IND_USA-003007,IND_USA,India + United States,B. Sc (Hons) (India),b sc hons india,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003008,IND_USA,India + United States,B. Sc (Hons) (IN),b sc hons in,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003009,IND_USA,India + United States,B. Sc (Hons) (3-4 years),b sc hons 3 4 years,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003010,IND_USA,India + United States,B. Sc (Hons) (Hons),b sc hons hons,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,none,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003011,IND_USA,India + United States,B. Sc (Hons) with Honours,b sc hons with honours,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,none,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003012,IND_USA,India + United States,Indian B. Sc (Hons) degree,indian b sc hons degree,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003013,IND_USA,India + United States,Indian B. Sc (Hons) qualification,indian b sc hons qualification,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003014,IND_USA,India + United States,Indian B. Sc (Hons) (India),indian b sc hons india,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003015,IND_USA,India + United States,Indian B. Sc (Hons) (IN),indian b sc hons in,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003016,IND_USA,India + United States,Indian B. Sc (Hons) (3-4 years),indian b sc hons 3 4 years,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003017,IND_USA,India + United States,Indian B. Sc (Hons) (Hons),indian b sc hons hons,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003018,IND_USA,India + United States,Indian B. Sc (Hons) with Honours,indian b sc hons with honours,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_adjective,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003019,IND_USA,India + United States,India B. Sc (Hons) degree,india b sc hons degree,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003020,IND_USA,India + United States,India B. Sc (Hons) qualification,india b sc hons qualification,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003021,IND_USA,India + United States,India B. Sc (Hons) (India),india b sc hons india,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003022,IND_USA,India + United States,India B. Sc (Hons) (IN),india b sc hons in,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003023,IND_USA,India + United States,India B. Sc (Hons) (3-4 years),india b sc hons 3 4 years,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003024,IND_USA,India + United States,India B. Sc (Hons) (Hons),india b sc hons hons,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003025,IND_USA,India + United States,India B. Sc (Hons) with Honours,india b sc hons with honours,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_name,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003026,IND_USA,India + United States,IN B. Sc (Hons) degree,in b sc hons degree,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003027,IND_USA,India + United States,IN B. Sc (Hons) qualification,in b sc hons qualification,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003028,IND_USA,India + United States,IN B. Sc (Hons) (India),in b sc hons india,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003029,IND_USA,India + United States,IN B. Sc (Hons) (IN),in b sc hons in,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003030,IND_USA,India + United States,IN B. Sc (Hons) (3-4 years),in b sc hons 3 4 years,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003031,IND_USA,India + United States,IN B. Sc (Hons) (Hons),in b sc hons hons,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003032,IND_USA,India + United States,IN B. Sc (Hons) with Honours,in b sc hons with honours,Bachelor of Science,India,IN,South Asia,UG SCIENCE,undergraduate,BSC,3-4 years,UG SCIENCE,alias,country_code,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003033,IND_USA,India + United States,Bachelor of Technology,bachelor of technology,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003034,IND_USA,India + United States,Bachelor of Technology degree,bachelor of technology degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003035,IND_USA,India + United States,Bachelor of Technology qualification,bachelor of technology qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003036,IND_USA,India + United States,Bachelor of Technology (India),bachelor of technology india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003037,IND_USA,India + United States,Bachelor of Technology (IN),bachelor of technology in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003038,IND_USA,India + United States,Bachelor of Technology (3-4 years),bachelor of technology 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003039,IND_USA,India + United States,Bachelor of Technology (Hons),bachelor of technology hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003040,IND_USA,India + United States,Bachelor of Technology with Honours,bachelor of technology with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003041,IND_USA,India + United States,Indian Bachelor of Technology,indian bachelor of technology,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003042,IND_USA,India + United States,Indian Bachelor of Technology degree,indian bachelor of technology degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003043,IND_USA,India + United States,Indian Bachelor of Technology qualification,indian bachelor of technology qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003044,IND_USA,India + United States,Indian Bachelor of Technology (India),indian bachelor of technology india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003045,IND_USA,India + United States,Indian Bachelor of Technology (IN),indian bachelor of technology in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003046,IND_USA,India + United States,Indian Bachelor of Technology (3-4 years),indian bachelor of technology 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003047,IND_USA,India + United States,Indian Bachelor of Technology (Hons),indian bachelor of technology hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003048,IND_USA,India + United States,Indian Bachelor of Technology with Honours,indian bachelor of technology with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003049,IND_USA,India + United States,India Bachelor of Technology,india bachelor of technology,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003050,IND_USA,India + United States,India Bachelor of Technology degree,india bachelor of technology degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003051,IND_USA,India + United States,India Bachelor of Technology qualification,india bachelor of technology qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003052,IND_USA,India + United States,India Bachelor of Technology (India),india bachelor of technology india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003053,IND_USA,India + United States,India Bachelor of Technology (IN),india bachelor of technology in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003054,IND_USA,India + United States,India Bachelor of Technology (3-4 years),india bachelor of technology 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003055,IND_USA,India + United States,India Bachelor of Technology (Hons),india bachelor of technology hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003056,IND_USA,India + United States,India Bachelor of Technology with Honours,india bachelor of technology with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003057,IND_USA,India + United States,IN Bachelor of Technology,in bachelor of technology,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003058,IND_USA,India + United States,IN Bachelor of Technology degree,in bachelor of technology degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003059,IND_USA,India + United States,IN Bachelor of Technology qualification,in bachelor of technology qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003060,IND_USA,India + United States,IN Bachelor of Technology (India),in bachelor of technology india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003061,IND_USA,India + United States,IN Bachelor of Technology (IN),in bachelor of technology in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003062,IND_USA,India + United States,IN Bachelor of Technology (3-4 years),in bachelor of technology 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003063,IND_USA,India + United States,IN Bachelor of Technology (Hons),in bachelor of technology hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003064,IND_USA,India + United States,IN Bachelor of Technology with Honours,in bachelor of technology with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003065,IND_USA,India + United States,BTECH,btech,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003066,IND_USA,India + United States,BTECH degree,btech degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003067,IND_USA,India + United States,BTECH qualification,btech qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003068,IND_USA,India + United States,BTECH (India),btech india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003069,IND_USA,India + United States,BTECH (IN),btech in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003070,IND_USA,India + United States,BTECH (3-4 years),btech 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003071,IND_USA,India + United States,BTECH (Hons),btech hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003072,IND_USA,India + United States,BTECH with Honours,btech with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,none,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003073,IND_USA,India + United States,Indian BTECH,indian btech,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003074,IND_USA,India + United States,Indian BTECH degree,indian btech degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003075,IND_USA,India + United States,Indian BTECH qualification,indian btech qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003076,IND_USA,India + United States,Indian BTECH (India),indian btech india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003077,IND_USA,India + United States,Indian BTECH (IN),indian btech in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003078,IND_USA,India + United States,Indian BTECH (3-4 years),indian btech 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003079,IND_USA,India + United States,Indian BTECH (Hons),indian btech hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003080,IND_USA,India + United States,Indian BTECH with Honours,indian btech with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_adjective,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003081,IND_USA,India + United States,India BTECH,india btech,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003082,IND_USA,India + United States,India BTECH degree,india btech degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003083,IND_USA,India + United States,India BTECH qualification,india btech qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003084,IND_USA,India + United States,India BTECH (India),india btech india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003085,IND_USA,India + United States,India BTECH (IN),india btech in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003086,IND_USA,India + United States,India BTECH (3-4 years),india btech 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
