raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Tecnology of Technology (India),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Tecnology of Technology (IN),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Tecnology of Technology (3-4 years),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Tecnology of Technology (Hons),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Tecnology of Technology with Honours,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7072,70.7,wrong_degree
Indian Tecnology of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7205,72.0,wrong_degree
Indian Tecnology of Technology degree,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7036,70.4,wrong_degree
Indian Tecnology of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Tecnology of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7205,72.0,wrong_degree
Indian Tecnology of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7205,72.0,wrong_degree
Indian Tecnology of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7205,72.0,wrong_degree
Indian Tecnology of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7205,72.0,wrong_degree
Indian Tecnology of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India Tecnology of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
India Tecnology of Technology degree,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7072,70.7,wrong_degree
India Tecnology of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India Tecnology of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
India Tecnology of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
India Tecnology of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
India Tecnology of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
India Tecnology of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN Tecnology of Technology,Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN Tecnology of Technology degree,Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.701,70.1,wrong_degree
IN Tecnology of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN Tecnology of Technology (India),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN Tecnology of Technology (IN),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN Tecnology of Technology (3-4 years),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN Tecnology of Technology (Hons),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN Tecnology of Technology with Honours,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7072,70.7,wrong_degree
Tecnolgy of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Tecnolgy of Technology degree,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
Tecnolgy of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
Tecnolgy of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Tecnolgy of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Tecnolgy of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Tecnolgy of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Tecnolgy of Technology with Honours,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7011,70.1,wrong_degree
Indian Tecnolgy of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.714,71.4,wrong_degree
Indian Tecnolgy of Technology degree,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Tecnolgy of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Tecnolgy of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.714,71.4,wrong_degree
Indian Tecnolgy of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.714,71.4,wrong_degree
Indian Tecnolgy of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.714,71.4,wrong_degree
Indian Tecnolgy of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.714,71.4,wrong_degree
Indian Tecnolgy of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India Tecnolgy of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7182,71.8,wrong_degree
India Tecnolgy of Technology degree,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7011,70.1,wrong_degree
India Tecnolgy of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India Tecnolgy of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7182,71.8,wrong_degree
India Tecnolgy of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7182,71.8,wrong_degree
India Tecnolgy of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7182,71.8,wrong_degree
India Tecnolgy of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7182,71.8,wrong_degree
India Tecnolgy of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN Tecnolgy of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
IN Tecnolgy of Technology degree,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7247,72.5,wrong_degree
IN Tecnolgy of Technology qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN Tecnolgy of Technology (India),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
IN Tecnolgy of Technology (IN),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
IN Tecnolgy of Technology (3-4 years),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
IN Tecnolgy of Technology (Hons),Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
IN Tecnolgy of Technology with Honours,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7011,70.1,wrong_degree
Engg of Technology,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Engg of Technology degree,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7755,77.6,wrong_degree
Engg of Technology qualification,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7508,75.1,wrong_degree
Engg of Technology (India),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Engg of Technology (IN),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Engg of Technology (3-4 years),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Engg of Technology (Hons),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Indian Engg of Technology qualification,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7229,72.3,wrong_degree
Indian Engg of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India Engg of Technology,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7896,79.0,wrong_degree
India Engg of Technology degree,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7097,71.0,wrong_degree
India Engg of Technology qualification,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7333,73.3,wrong_degree
India Engg of Technology (India),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7896,79.0,wrong_degree
India Engg of Technology (IN),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7896,79.0,wrong_degree
India Engg of Technology (3-4 years),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7896,79.0,wrong_degree
India Engg of Technology (Hons),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7896,79.0,wrong_degree
India Engg of Technology with Honours,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN Engg of Technology,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
IN Engg of Technology degree,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7755,77.6,wrong_degree
IN Engg of Technology qualification,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.7508,75.1,wrong_degree
IN Engg of Technology (India),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
IN Engg of Technology (IN),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
IN Engg of Technology (3-4 years),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
IN Engg of Technology (Hons),Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
B.Tech (Hons) (Hons) degree,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
B.Tech (Hons) (Hons) qualification,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
B.Tech (Hons) (Hons) with Honours,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B.Tech (Hons) (Hons) degree,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B.Tech (Hons) (Hons) qualification,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B.Tech (Hons) (Hons) (India),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian B.Tech (Hons) (Hons) (IN),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian B.Tech (Hons) (Hons) (3-4 years),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian B.Tech (Hons) (Hons) (Hons),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian B.Tech (Hons) (Hons) with Honours,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India B.Tech (Hons) (Hons) degree,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India B.Tech (Hons) (Hons) qualification,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India B.Tech (Hons) (Hons) with Honours,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN B.Tech (Hons) (Hons) degree,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN B.Tech (Hons) (Hons) qualification,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN B.Tech (Hons) (Hons) with Honours,Bachelor of Technology,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India Diploma in Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7788,77.9,wrong_degree
India Diploma in Engineering qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7788,77.9,wrong_degree
India Diploma in Engineering (India),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7788,77.9,wrong_degree
India Diploma in Engineering (IN),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7788,77.9,wrong_degree
India Diploma in Engineering (1-3 years),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7788,77.9,wrong_degree
DIPENG qualification,Diploma in Engineering,DIPENG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian DIPENG,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7586,75.9,wrong_degree
Indian DIPENG qualification,Diploma in Engineering,Indian DIPENG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian DIPENG (India),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7586,75.9,wrong_degree
Indian DIPENG (IN),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7586,75.9,wrong_degree
Indian DIPENG (1-3 years),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7586,75.9,wrong_degree
India DIPENG,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7143,71.4,wrong_degree
India DIPENG qualification,Diploma in Engineering,India DIPENG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India DIPENG (India),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7143,71.4,wrong_degree
India DIPENG (IN),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7143,71.4,wrong_degree
India DIPENG (1-3 years),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7143,71.4,wrong_degree
IN DIPENG qualification,Diploma in Engineering,IN DIPENG qualification,,,review_needed,L3,0.62,62.0,wrong_degree
Dip Engg qualification,Diploma in Engineering,Dip Engg qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian Dip Engg qualification,Diploma in Engineering,Indian Dip Engg qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India Dip Engg qualification,Diploma in Engineering,India Dip Engg qualification,,,review_needed,L3,0.5,50.0,wrong_degree
IN Dip Engg qualification,Diploma in Engineering,IN Dip Engg qualification,,,review_needed,L3,0.62,62.0,wrong_degree
DIPENGG qualification,Diploma in Engineering,DIPENGG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian DIPENGG qualification,Diploma in Engineering,Indian DIPENGG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India DIPENGG qualification,Diploma in Engineering,India DIPENGG qualification,,,review_needed,L3,0.5,50.0,wrong_degree
IN DIPENGG qualification,Diploma in Engineering,IN DIPENGG qualification,,,review_needed,L3,0.62,62.0,wrong_degree
Dip. Engg (Hons) qualification,Diploma in Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Dip. Engg (Hons) qualification,Diploma in Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India Dip. Engg (Hons) qualification,Diploma in Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN Dip. Engg (Hons) qualification,Diploma in Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
polytechnic qualification,Diploma in Engineering,polytechnic qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian polytechnic qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
India polytechnic qualification,Diploma in Engineering,India polytechnic qualification,,,review_needed,L3,0.5,50.0,wrong_degree
IN polytechnic qualification,Diploma in Engineering,IN polytechnic qualification,,,review_needed,L3,0.62,62.0,wrong_degree
Indian 3YearDiploma qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
India 3YearDiploma qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
Polytechnic (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
Indian Polytechnic (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
India Polytechnic (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
IN Polytechnic (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L3,0.5,50.0,wrong_degree
3 YEAR DIPLOMA qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7716,77.2,wrong_degree
IN 3 YEAR DIPLOMA qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7716,77.2,wrong_degree
3 Year Diploma (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7716,77.2,wrong_degree
IN 3 Year Diploma (Hons) qualification,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.7716,77.2,wrong_degree
P H D (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
P H D (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P H D (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P H D,Doctor of Philosophy,Indian P H D,,,review_needed,L3,0.5,50.0,wrong_degree
Indian P H D degree,Doctor of Philosophy,Indian P H D degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian P H D qualification,Doctor of Philosophy,Indian P H D qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian P H D (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian P H D (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P H D (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P H D,Doctor of Philosophy,India P H D,,,review_needed,L3,0.5,50.0,wrong_degree
India P H D degree,Doctor of Philosophy,India P H D degree,,,review_needed,L3,0.5,50.0,wrong_degree
India P H D qualification,Doctor of Philosophy,India P H D qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India P H D (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
India P H D (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P H D (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P H D,Doctor of Philosophy,IN P H D,,,review_needed,L3,0.62,62.0,wrong_degree
IN P H D degree,Doctor of Philosophy,IN P H D degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN P H D qualification,Doctor of Philosophy,IN P H D qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN P H D (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P H D (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P H D (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Ph. D. (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Ph. D. (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Ph. D. (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Ph. D. Hons qualification,Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Ph. D. Hons (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Ph. D. Hons (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Ph. D. Hons (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
D P H I L (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
D P H I L (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
D P H I L (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian D P H I L,Doctor of Philosophy,Indian D P H I L,,,review_needed,L3,0.5,50.0,wrong_degree
Indian D P H I L degree,Doctor of Philosophy,Indian D P H I L degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian D P H I L qualification,Doctor of Philosophy,Indian D P H I L qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian D P H I L (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian D P H I L (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian D P H I L (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India D P H I L,Doctor of Philosophy,India D P H I L,,,review_needed,L3,0.5,50.0,wrong_degree
India D P H I L degree,Doctor of Philosophy,India D P H I L degree,,,review_needed,L3,0.5,50.0,wrong_degree
India D P H I L qualification,Doctor of Philosophy,India D P H I L qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India D P H I L (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
India D P H I L (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India D P H I L (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN D P H I L,Doctor of Philosophy,IN D P H I L,,,review_needed,L3,0.62,62.0,wrong_degree
IN D P H I L degree,Doctor of Philosophy,IN D P H I L degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN D P H I L qualification,Doctor of Philosophy,IN D P H I L qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN D P H I L (India),Doctor of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
IN D P H I L (IN),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN D P H I L (3-6 years),Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian DoctorofPhilosophy qualification,Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India DoctorofPhilosophy qualification,Doctor of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Master of Arts qualification,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India Master of Arts qualification,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian M A,Master of Arts,Indian M A,,,review_needed,L3,0.5,50.0,wrong_degree
Indian M A degree,Master of Arts,Indian M A degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian M A qualification,Master of Arts,Indian M A qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian M A (India),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian M A (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M A (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M A,Master of Arts,India M A,,,review_needed,L3,0.5,50.0,wrong_degree
India M A degree,Master of Arts,India M A degree,,,review_needed,L3,0.5,50.0,wrong_degree
India M A qualification,Master of Arts,India M A qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India M A (India),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
India M A (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M A (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M A degree,Master of Arts,IN M A degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN M A qualification,Master of Arts,IN M A qualification,,,review_needed,L3,0.62,62.0,wrong_degree
Indian Master of Arts (Hons) qualification,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India Master of Arts (Hons) qualification,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
M. A. (Hons) qualification,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons) degree,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons) qualification,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons) (India),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons) (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. A. (Hons) (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons) degree,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons) qualification,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons) (India),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons) (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. A. (Hons) (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M. A. (Hons) degree,Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M. A. (Hons) qualification,Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
MAHONS,Master of Arts,Bachelor of Arts,,,review_needed,L2,0.8333,83.3,wrong_degree
MAHONS degree,Master of Arts,MAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
MAHONS qualification,Master of Arts,MAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
MAHONS (India),Master of Arts,Bachelor of Arts,,,review_needed,L2,0.8333,83.3,wrong_degree
MAHONS (IN),Master of Arts,Bachelor of Arts,,,review_needed,L2,0.8333,83.3,wrong_degree
MAHONS (1-2 years),Master of Arts,Bachelor of Arts,,,review_needed,L2,0.8333,83.3,wrong_degree
Indian MAHONS,Master of Arts,Indian MAHONS,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MAHONS degree,Master of Arts,Indian MAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MAHONS qualification,Master of Arts,Indian MAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MAHONS (India),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian MAHONS (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MAHONS (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MAHONS,Master of Arts,India MAHONS,,,review_needed,L3,0.5,50.0,wrong_degree
India MAHONS degree,Master of Arts,India MAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
India MAHONS qualification,Master of Arts,India MAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India MAHONS (India),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
India MAHONS (IN),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MAHONS (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN MAHONS,Master of Arts,Bachelor of Arts,,,review_needed,L2,0.8333,83.3,wrong_degree
IN MAHONS degree,Master of Arts,IN MAHONS degree,,,review_needed,L3,0.62,62.0,wrong_degree
