raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Currently pursuing B. Com (Hons) with specialization in Banking and Finance at Delhi University.,Bachelor of Commerce,with specialization,Banking and Finance,Banking and Finance,review_needed,L3,0.62,62.0,wrong_degree
"Education: B.Com(Hons), Banking, Anna University, batch of 2025.",Bachelor of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification B.Com (Hons) (financeandbanking).,Bachelor of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
b. com - Finance & Banking - Amity University - 2016,Bachelor of Commerce,Bachelor of Commerce,Banking and Finance,,resolved,L1,1.0,100,wrong_field
I completed my b.b.a. in businessadministration from Delhi University in 2023.,Bachelor of Business Administration,Bachelor of Business Administration,Business Administration,,review_needed,L3,0.72,72.0,wrong_field
Arjun holds a B.B.A. (Hons) degree in businessadmin.,Bachelor of Business Administration,Bachelor of Business Administration,Business Administration,,review_needed,L3,0.72,72.0,wrong_field
"Education: Bachelor of Business Administration (Hons), businessmgmt, Pune University, batch of 2026.",Bachelor of Business Administration,Bachelor of Engineering,Business Administration,,review_needed,L2,0.7347,73.5,wrong_degree_and_field
Graduate of Amity University; qualification B B A (Hons) (Business Mgmt).,Bachelor of Business Administration,,Business Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BACHELOR OF BUSINESS ADMINISTRATION - businessmanagement - IIM Ahmedabad - 2017,Bachelor of Business Administration,Bachelor of Business Administration,Business Administration,,resolved,L1,1.0,100,wrong_field
Currently pursuing B.B.A. (Hons) with specialization in Finance & Accounts at Anna University.,Bachelor of Business Administration,,Finance,Finance,review_needed,L3,0.35,35.0,wrong_degree
Isha holds a Bachelor of Business Administration (Hons) degree in corporatefinance.,Bachelor of Business Administration,Bachelor of Engineering,Finance,,review_needed,L2,0.8363,83.6,wrong_degree_and_field
"Education: B B A (Hons), Corporate Finance, Amity University, batch of 2016.",Bachelor of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification BACHELOR OF BUSINESS ADMINISTRATION (Finance).,Bachelor of Business Administration,Bachelor of Engineering,Finance,Finance,review_needed,L2,0.7557,75.6,wrong_degree
bba - finance - Jadavpur University - 2018,Bachelor of Business Administration,Bachelor of Business Administration,Finance,,resolved,L1,1.0,100,wrong_field
I completed my B.B.A. (Hons) in Sales & Marketing from Anna University in 2025.,Bachelor of Business Administration,,Marketing,Marketing,review_needed,L3,0.35,35.0,wrong_degree
Currently pursuing Bachelor of Business Administration (Hons) with specialization in digitalmarketing at Pune University.,Bachelor of Business Administration,Bachelor of Engineering,Marketing,,review_needed,L2,0.7661,76.6,wrong_degree_and_field
"Education: BACHELOR OF BUSINESS ADMINISTRATION, marketing, IIM Ahmedabad, batch of 2017.",Bachelor of Business Administration,Bachelor of Business Administration,Marketing,,fuzzy_matched,L2,0.9525,95.2,wrong_field
BBA - marketingmanagement - VIT Vellore - 2019,Bachelor of Business Administration,Bachelor of Business Administration,Marketing,,resolved,L1,1.0,100,wrong_field
I completed my Bachelor of Business Administration (Hons) in Human Resources Management from Pune University in 2026.,Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,fuzzy_matched,L2,0.9382,93.8,wrong_field
Currently pursuing B B A (Hons) with specialization in HR at Amity University.,Bachelor of Business Administration,with specialization,Human Resources Management,,review_needed,L3,0.62,62.0,wrong_degree_and_field
Aarav holds a BACHELOR OF BUSINESS ADMINISTRATION degree in hr.,Bachelor of Business Administration,Bachelor of Engineering,Human Resources Management,Human Resources Management,review_needed,L2,0.7921,79.2,wrong_degree
"Education: bba, HRM, Jadavpur University, batch of 2018.",Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,review_needed,L3,0.75,75.0,wrong_field
Bachelor of Business Administration Hons - Human Resource Management - Manipal University - 2020,Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
I completed my B B A (Hons) in globalbusiness from Amity University in 2016.,Bachelor of Business Administration,,International Business,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Currently pursuing BACHELOR OF BUSINESS ADMINISTRATION with specialization in internationalbusiness at IIM Ahmedabad.,Bachelor of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7661,76.6,wrong_degree_and_field
"Education: BBA, IB, VIT Vellore, batch of 2019.",Bachelor of Business Administration,Bachelor of Business Administration,International Business,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Manipal University; qualification Bachelor of Business Administration Hons (ib).,Bachelor of Business Administration,Bachelor of Engineering,International Business,International Business,review_needed,L2,0.747,74.7,wrong_degree
B B A - International Trade - IIT Delhi - 2021,Bachelor of Business Administration,Bachelor of Business Administration,International Business,,resolved,L1,1.0,100,wrong_field
I completed my BACHELOR OF BUSINESS ADMINISTRATION in startupmanagement from IIM Ahmedabad in 2017.,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,fuzzy_matched,L2,0.9382,93.8,wrong_field
Riya holds a BBA degree in entrepreneurshipandinnovation.,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,review_needed,L3,0.75,75.0,wrong_field
"Education: Bachelor of Business Administration Hons, Entrepreneurship & Innovation, Manipal University, batch of 2020.",Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,fuzzy_matched,L2,0.9525,95.2,wrong_field
Graduate of IIT Delhi; qualification B B A (entrepreneurship).,Bachelor of Business Administration,,Entrepreneurship,Entrepreneurship,review_needed,L3,0.35,35.0,wrong_degree
b b a - Entrepreneurship - Delhi University - 2022,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,resolved,L1,1.0,100,wrong_field
I completed my Bachelor of Arts in economics from Jadavpur University in 2018.,Bachelor of Arts,Bachelor of Arts,Economics,,review_needed,L3,0.62,62.0,wrong_field
"Education: bachelor of arts, appliedeconomics, IIT Delhi, batch of 2021.",Bachelor of Arts,Bachelor of Arts,Economics,,fuzzy_matched,L2,0.9105,91.0,wrong_field
Graduate of Delhi University; qualification b.a. (Applied Economics).,Bachelor of Arts,,Economics,Economics,review_needed,L3,0.35,35.0,wrong_degree
BA Hons Hons - Business Economics - University of Mumbai - 2023,Bachelor of Arts,Bachelor of Arts,Economics,,resolved,L1,1.0,100,wrong_field
Currently pursuing B. A. (Hons) with specialization in organizationalbehaviour at Manipal University.,Bachelor of Arts,with specialization,Psychology,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: b.a., Psychology, Delhi University, batch of 2022.",Bachelor of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B A - psych - Anna University - 2024,Bachelor of Arts,Bachelor of Arts,Psychology,,resolved,L1,1.0,100,wrong_field
I completed my B. A. (Hons) in Social Work from Manipal University in 2020.,Bachelor of Arts,,Sociology,Sociology,review_needed,L3,0.35,35.0,wrong_degree
Currently pursuing bachelor of arts with specialization in Sociology at IIT Delhi.,Bachelor of Arts,bachelor of arts,Sociology,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: BA Hons Hons, socialwork, University of Mumbai, batch of 2023.",Bachelor of Arts,Bachelor of Arts,Sociology,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Anna University; qualification B A (Social Work).,Bachelor of Arts,,Sociology,Sociology,review_needed,L3,0.35,35.0,wrong_degree
BA Hons - Sociology - Pune University - 2025,Bachelor of Arts,Bachelor of Arts,Sociology,,resolved,L1,1.0,100,wrong_field
I completed my bachelor of arts in politicalscience from IIT Delhi in 2021.,Bachelor of Arts,bachelor of arts,Political Science,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: B A, polscience, Anna University, batch of 2024.",Bachelor of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BachelorofArts - Politics - Amity University - 2026,Bachelor of Arts,Bachelor of Arts,Political Science,,resolved,L1,1.0,100,wrong_field
"Education: BA Hons, History, Pune University, batch of 2025.",Bachelor of Arts,Bachelor of Arts,History,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Amity University; qualification BachelorofArts (history).,Bachelor of Arts,Bachelor of Science,History,History,review_needed,L3,0.5,50.0,wrong_degree
B.A. (Hons) - History - IIM Ahmedabad - 2016,Bachelor of Arts,Bachelor of Arts,History,,resolved,L1,1.0,100,wrong_field
"Education: BachelorofArts, geography, Amity University, batch of 2026.",Bachelor of Arts,Bachelor of Arts,Geography,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of IIM Ahmedabad; qualification B.A. (Hons) (geo).,Bachelor of Arts,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BA HONS - Geo - Jadavpur University - 2017,Bachelor of Arts,Bachelor of Arts,Geography,,resolved,L1,1.0,100,wrong_field
I completed my B A in englishlanguage from Anna University in 2024.,Bachelor of Arts,Bachelor of Arts,English,,review_needed,L3,0.72,72.0,wrong_field
"Education: B.A. (Hons), englishliterature, IIM Ahmedabad, batch of 2016.",Bachelor of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. A. Hons - English Lang & Lit - VIT Vellore - 2018,Bachelor of Arts,Bachelor of Arts,English,,resolved,L1,1.0,100,wrong_field
Currently pursuing BachelorofArts with specialization in hindi at Amity University.,Bachelor of Arts,BachelorofArts,Hindi,Hindi,review_needed,L3,0.62,62.0,wrong_degree
"Education: BA HONS, hindiliterature, Jadavpur University, batch of 2017.",Bachelor of Arts,Bachelor of Arts,Hindi,,review_needed,L3,0.75,75.0,wrong_field
Graduate of VIT Vellore; qualification B. A. Hons (Hindi).,Bachelor of Arts,,Hindi,Hindi,review_needed,L3,0.35,35.0,wrong_degree
BACHELOR OF ARTS - hindi - Manipal University - 2019,Bachelor of Arts,Bachelor of Arts,Hindi,,resolved,L1,1.0,100,wrong_field
I completed my BachelorofArts in philosophy from Amity University in 2026.,Bachelor of Arts,Bachelor of Arts,Philosophy,,review_needed,L2,0.8779,87.8,wrong_field
Currently pursuing B.A. (Hons) with specialization in Phil at IIM Ahmedabad.,Bachelor of Arts,with specialization,Philosophy,Philosophy,review_needed,L3,0.62,62.0,wrong_degree
"Education: B. A. Hons, Philosophy, VIT Vellore, batch of 2018.",Bachelor of Arts,,Philosophy,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification BACHELOR OF ARTS (philosophy).,Bachelor of Arts,Bachelor of Science,Philosophy,Philosophy,review_needed,L3,0.5,50.0,wrong_degree
B. A. - Phil - IIT Delhi - 2020,Bachelor of Arts,Bachelor of Arts,Philosophy,,resolved,L1,1.0,100,wrong_field
I completed my B.A. (Hons) in publicadministration from IIM Ahmedabad in 2016.,Bachelor of Arts,,Public Administration,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Neha holds a B. A. Hons degree in publicadmin.,Bachelor of Arts,Bachelor of Arts,Public Administration,,review_needed,L3,0.72,72.0,wrong_field
"Education: BACHELOR OF ARTS, Public Admin, Manipal University, batch of 2019.",Bachelor of Arts,Bachelor of Arts,Public Administration,,fuzzy_matched,L2,0.9105,91.0,wrong_field
Graduate of IIT Delhi; qualification B. A. (pubadmin).,Bachelor of Arts,,Public Administration,,review_needed,L3,0.35,35.0,wrong_degree_and_field
ba hons - Pub Admin - Delhi University - 2021,Bachelor of Arts,Bachelor of Arts,Public Administration,,resolved,L1,1.0,100,wrong_field
I completed my BA HONS in mediastudies from Jadavpur University in 2017.,Bachelor of Arts,Bachelor of Arts,Mass Communication,,review_needed,L3,0.75,75.0,wrong_field
Currently pursuing B. A. Hons with specialization in mediaandcommunication at VIT Vellore.,Bachelor of Arts,Bachelor of Arts,Mass Communication,,review_needed,L3,0.72,72.0,wrong_field
"Education: B. A., Mass Communication, IIT Delhi, batch of 2020.",Bachelor of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification ba hons (masscommunication).,Bachelor of Arts,Bachelor of Arts,Mass Communication,,review_needed,L3,0.75,75.0,wrong_field
BA - masscomm - University of Mumbai - 2022,Bachelor of Arts,Bachelor of Arts,Mass Communication,,resolved,L1,1.0,100,wrong_field
I completed my MasterofTechnology in computersc from VIT Vellore in 2018.,Master of Technology,Master of Technology,Computer Science and Engineering,,fuzzy_matched,L2,0.8971,89.7,wrong_field
Isha holds a M. Tech (Hons) degree in computerscandengg.,Master of Technology,Master of Technology,Computer Science and Engineering,,review_needed,L3,0.72,72.0,wrong_field
Master of Technology - csande - Anna University - 2023,Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Currently pursuing M. Tech (Hons) with specialization in Info Tech at IIT Delhi.,Master of Technology,with specialization,Information Technology,Information Technology,review_needed,L3,0.62,62.0,wrong_degree
Graduate of Anna University; qualification Master of Technology (informationtech).,Master of Technology,Master of Technology,Information Technology,,review_needed,L2,0.7616,76.2,wrong_field
Master Bacheler - informationtechnology - Pune University - 2024,Master of Technology,Master of Science,Information Technology,,review_needed,L3,0.5,50.0,wrong_degree_and_field
I completed my M. Tech (Hons) in ec from IIT Delhi in 2020.,Master of Technology,,Electronics and Communication Engineering,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Aarav holds a MTECH degree in electronicscommunication.,Master of Technology,Master of Technology,Electronics and Communication Engineering,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Pune University; qualification Master Bacheler (elecandcomm).,Master of Technology,Master of Science,Electronics and Communication Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
"Education: Master Bacheler, electengg, Pune University, batch of 2024.",Master of Technology,Master of Science,Electrical Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Amity University; qualification M. TECH (Elect Engg).,Master of Technology,,Electrical Engineering,Electrical Engineering,review_needed,L3,0.35,35.0,wrong_degree
m.tech - electricalandelectronics - IIM Ahmedabad - 2026,Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Riya holds a Master Bacheler degree in Mechanical.,Master of Technology,Master Bacheler degree,Mechanical Engineering,Mechanical Engineering,review_needed,L3,0.62,62.0,wrong_degree
"Education: M. TECH, mechanical, Amity University, batch of 2025.",Master of Technology,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification m.tech (Mech).,Master of Technology,Master of Science,Mechanical Engineering,Mechanical Engineering,review_needed,L3,0.5,50.0,wrong_degree
Currently pursuing Master Bacheler with specialization in civil at Pune University.,Master of Technology,Master Bacheler,Civil Engineering,Civil Engineering,review_needed,L3,0.62,62.0,wrong_degree
"Education: m.tech, Civil Engg, IIM Ahmedabad, batch of 2026.",Master of Technology,Master of Science,Civil Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Jadavpur University; qualification M.Tech Hons (civilengg).,Master of Technology,Master of Science,Civil Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Master Tecnolgy - Civil Engg. - VIT Vellore - 2017,Master of Technology,Master of Technology,Civil Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
I completed my Master Bacheler in ds from Pune University in 2024.,Master of Technology,Master Bacheler,Data Science,Data Science,review_needed,L3,0.62,62.0,wrong_degree
"Education: M.Tech Hons, dataanalytics, Jadavpur University, batch of 2016.",Master of Technology,Master of Science,Data Science,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of VIT Vellore; qualification Master Tecnolgy (bigdata).,Master of Technology,Master of Science,Data Science,,review_needed,L3,0.5,50.0,wrong_degree_and_field
"Education: Master Tecnolgy, aiandml, VIT Vellore, batch of 2017.",Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,review_needed,L2,0.7244,72.4,wrong_field
Graduate of Manipal University; qualification M.Tech (Hons) (ai/ml).,Master of Technology,Master of Science,Artificial Intelligence and Machine Learning,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Isha holds a Master Tecnolgy degree in Network Security.,Master of Technology,Master Tecnolgy degree,Cybersecurity,Cybersecurity,review_needed,L3,0.62,62.0,wrong_degree
"Education: M.Tech (Hons), InfoSec, Manipal University, batch of 2018.",Master of Technology,Master of Science,Cybersecurity,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of IIT Delhi; qualification M.Tech (infosec).,Master of Technology,Master of Science,Cybersecurity,Cybersecurity,review_needed,L3,0.5,50.0,wrong_degree
M.TECH - cybersecurity - Delhi University - 2020,Master of Technology,Master of Technology,Cybersecurity,,resolved,L1,1.0,100,wrong_field
Currently pursuing Master Tecnolgy with specialization in Software Engg at VIT Vellore.,Master of Technology,Master Tecnolgy,Software Engineering,Software Engineering,review_needed,L3,0.62,62.0,wrong_degree
"Education: M.Tech, softwareengineering, IIT Delhi, batch of 2019.",Master of Technology,Master of Science,Software Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Delhi University; qualification M.TECH (SE).,Master of Technology,Master of Science,Software Engineering,Software Engineering,review_needed,L3,0.5,50.0,wrong_degree
I completed my Master Tecnolgy in biotech from VIT Vellore in 2017.,Master of Technology,Master Tecnolgy,Biotechnology Engineering,,review_needed,L3,0.62,62.0,wrong_degree_and_field
Currently pursuing M.Tech (Hons) with specialization in Biotech at Manipal University.,Master of Technology,with specialization,Biotechnology Engineering,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: M.TECH, Biotechnology, Delhi University, batch of 2020.",Master of Technology,Master of Science,Biotechnology Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Currently pursuing M.E. with specialization in Information Technology at IIT Delhi.,Master of Engineering,Master of Engineering,Computer Science and Engineering,Information Technology,review_needed,L3,0.72,72.0,wrong_field
Ananya holds a m.e. degree in informationtechnology.,Master of Engineering,Master of Engineering,Computer Science and Engineering,,review_needed,L3,0.72,72.0,wrong_field
"Education: M.ENG, it, University of Mumbai, batch of 2021.",Master of Engineering,Master of Science,Computer Science and Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Anna University; qualification ME Hons (IT).,Master of Engineering,Master of Engineering,Computer Science and Engineering,Information Technology,review_needed,L3,0.75,75.0,wrong_field
"Education: ME Hons, eandc, Anna University, batch of 2022.",Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,review_needed,L3,0.75,75.0,wrong_field
I completed my m.e. in electricalelectronics from Delhi University in 2020.,Master of Engineering,Master of Engineering,Electrical Engineering,,review_needed,L3,0.72,72.0,wrong_field
"Education: ME, electricalengg, Pune University, batch of 2023.",Master of Engineering,Master of Engineering,Electrical Engineering,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Amity University; qualification Master of Engineering (Electrical Engineering).,Master of Engineering,Master of Science,Electrical Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Currently pursuing ME Hons with specialization in mechanicalengineering at Anna University.,Master of Engineering,Master of Engineering,Mechanical Engineering,,review_needed,L3,0.75,75.0,wrong_field
"Education: Master of Engineering, Mechanical Engineering, Amity University, batch of 2024.",Master of Engineering,Master of Engineering,Mechanical Engineering,,fuzzy_matched,L2,0.9274,92.7,wrong_field
Graduate of IIM Ahmedabad; qualification Master of Engineering (ME).,Master of Engineering,Master of Science,Mechanical Engineering,Mechanical Engineering,review_needed,L3,0.5,50.0,wrong_degree
Graduate of Jadavpur University; qualification Master of Engineering (Hons) (civilengg).,Master of Engineering,Master of Science,Civil Engineering,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Currently pursuing master of science with specialization in appliedphysics at Amity University.,Master of Science,master of science,Physics,,review_needed,L3,0.62,62.0,wrong_degree_and_field
Isha holds a M. SC degree in engineeringphysics.,Master of Science,Master of Science,Physics,,review_needed,L3,0.72,72.0,wrong_field
"Education: M.S. Hons, Engineering Physics, Jadavpur University, batch of 2026.",Master of Science,,Physics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M.SC - physics - Manipal University - 2017,Master of Science,Master of Science,Physics,,resolved,L1,1.0,100,wrong_field
Currently pursuing M. SC with specialization in industrialchemistry at IIM Ahmedabad.,Master of Science,Master of Science,Chemistry,,review_needed,L3,0.72,72.0,wrong_field
"Education: M.Sc Hons, Chemistry, VIT Vellore, batch of 2016.",Master of Science,Master of Science,Chemistry,,review_needed,L3,0.5,50.0,wrong_field
M Sc - appliedmathematics - Delhi University - 2019,Master of Science,Master of Science,Mathematics,,resolved,L1,1.0,100,wrong_field
Graduate of Delhi University; qualification M Sc (stats).,Master of Science,,Statistics,Statistics,review_needed,L3,0.35,35.0,wrong_degree
"Education: M Sc, bio, Delhi University, batch of 2019.",Master of Science,,Biology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MSc - lifesciences - Anna University - 2021,Master of Science,Master of Science,Biology,,resolved,L1,1.0,100,wrong_field
"Education: M. Sc Hons, microbio, University of Mumbai, batch of 2020.",Master of Science,Master of Science,Microbiology,,review_needed,L3,0.5,50.0,wrong_field
Graduate of Pune University; qualification m. sc (Biochem).,Master of Science,,Biochemistry,Biochemistry,review_needed,L3,0.35,35.0,wrong_degree
msc - Biochemistry - Amity University - 2023,Master of Science,Master of Science,Biochemistry,,resolved,L1,1.0,100,wrong_field
Arjun holds a MSc degree in computationalbiology.,Master of Science,Master of Science,Bioinformatics,,review_needed,L3,0.75,75.0,wrong_field
"Education: m. sc, Computational Biology, Pune University, batch of 2022.",Master of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MASTER OF SCIENCE - Bioinformatics - IIM Ahmedabad - 2024,Master of Science,Master of Science,Bioinformatics,,resolved,L1,1.0,100,wrong_field
I completed my M. Sc Hons in computerscience from University of Mumbai in 2020.,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L3,0.72,72.0,wrong_field
Currently pursuing MSc with specialization in compscience at Anna University.,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L3,0.75,75.0,wrong_field
Graduate of IIM Ahmedabad; qualification MASTER OF SCIENCE (computersc).,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L3,0.5,50.0,wrong_field
Rohan holds a msc degree in datasc.,Master of Science,Master of Science,Data Science,,review_needed,L3,0.75,75.0,wrong_field
"Education: MASTER OF SCIENCE, datascience, IIM Ahmedabad, batch of 2024.",Master of Science,Master of Science,Data Science,,review_needed,L2,0.8083,80.8,wrong_field
Graduate of Jadavpur University; qualification M. Sc (Hons) (Data Science).,Master of Science,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
I completed my m. sc in environmentalstudies from Pune University in 2022.,Master of Science,Master of Science,Environmental Science,,review_needed,L3,0.72,72.0,wrong_field
Aarav holds a MASTER OF SCIENCE degree in environmentalscience.,Master of Science,Master of Science,Environmental Science,,review_needed,L2,0.7706,77.1,wrong_field
"Education: M. Sc (Hons), Environmental Science, Jadavpur University, batch of 2025.",Master of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MSc Hons - envscience - Manipal University - 2016,Master of Science,Master of Science,Environmental Science,,resolved,L1,1.0,100,wrong_field
I completed my Master of Computer Applications (Hons) in Computer Application from Amity University in 2023.,Master of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8202,82.0,wrong_degree_and_field
Currently pursuing M C A  with specialization in computerapplications at IIM Ahmedabad.,Master of Computer Applications,Master of Computer Applications,Computer Applications,,review_needed,L3,0.72,72.0,wrong_field
"Education: M C A Hons, Comp Applications, VIT Vellore, batch of 2026.",Master of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification Master of Computer Applications (compapplications).,Master of Computer Applications,Master of Science,Computer Applications,,review_needed,L3,0.5,50.0,wrong_degree_and_field
I completed my m.b.a. in businessmanagement from IIM Ahmedabad in 2024.,Master of Business Administration,Master of Business Administration,Business Administration,,review_needed,L3,0.72,72.0,wrong_field
Currently pursuing master of business administration with specialization in Business Management at Jadavpur University.,Master of Business Administration,Bachelor of Engineering,Business Administration,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
"Education: M.B.A. Hons, management, Manipal University, batch of 2016.",Master of Business Administration,Master of Science,Business Administration,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Master of Business Administration - businessadministration - Delhi University - 2018,Master of Business Administration,Master of Business Administration,Business Administration,,resolved,L1,1.0,100,wrong_field
I completed my master of business administration in finance from Jadavpur University in 2025.,Master of Business Administration,Master of Business Administration,Finance,,review_needed,L2,0.8753,87.5,wrong_field
Kabir holds a M.B.A. Hons degree in financialmanagement.,Master of Business Administration,Master of Business Administration,Finance,,review_needed,L3,0.72,72.0,wrong_field
"Education: MBA, financeandaccounts, IIT Delhi, batch of 2017.",Master of Business Administration,Master of Business Administration,Finance,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Delhi University; qualification Master of Business Administration (Finance & Accounts).,Master of Business Administration,Bachelor of Engineering,Finance,Finance,review_needed,L2,0.7408,74.1,wrong_degree
Master of Business Administration (Hons) - corporatefinance - University of Mumbai - 2019,Master of Business Administration,Master of Business Administration,Finance,,resolved,L1,1.0,100,wrong_field
I completed my EMBA Hons in marketingmanagement from VIT Vellore in 2026.,Master of Business Administration,Master of Business Administration,Marketing,,review_needed,L3,0.75,75.0,wrong_field
Neha holds a MBA degree in salesandmarketing.,Master of Business Administration,Master of Business Administration,Marketing,,review_needed,L3,0.75,75.0,wrong_field
"Education: Master of Business Administration, Sales & Marketing, Delhi University, batch of 2018.",Master of Business Administration,Master of Business Administration,Marketing,,review_needed,L2,0.8736,87.4,wrong_field
Graduate of University of Mumbai; qualification Master of Business Administration (Hons) (digitalmarketing).,Master of Business Administration,Bachelor of Engineering,Marketing,,review_needed,L2,0.7344,73.4,wrong_degree_and_field
Master of Business Administration Hons - Digital Marketing - Anna University - 2020,Master of Business Administration,Master of Business Administration,Marketing,,resolved,L1,1.0,100,wrong_field
I completed my M.B.A. Hons in humanresourcemanagement from Manipal University in 2016.,Master of Business Administration,Master of Business Administration,Human Resources Management,,review_needed,L3,0.72,72.0,wrong_field
Arjun holds a Master of Business Administration degree in peoplemanagement.,Master of Business Administration,Bachelor of Engineering,Human Resources Management,,review_needed,L2,0.7892,78.9,wrong_degree_and_field
"Education: Master of Business Administration (Hons), hrandob, University of Mumbai, batch of 2019.",Master of Business Administration,Bachelor of Engineering,Human Resources Management,,review_needed,L2,0.7377,73.8,wrong_degree_and_field
Graduate of Anna University; qualification Master of Business Administration Hons (HR & OB).,Master of Business Administration,Bachelor of Engineering,Human Resources Management,Human Resources Management,review_needed,L2,0.7491,74.9,wrong_degree
M B A  - Human Resources - Pune University - 2021,Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
Currently pursuing Master of Business Administration with specialization in Operations at Delhi University.,Master of Business Administration,Bachelor of Engineering,Operations Management,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Isha holds a Master of Business Administration (Hons) degree in operations.,Master of Business Administration,Master of Engineering,Operations Management,Operations Management,review_needed,L2,0.8286,82.9,wrong_degree
"Education: Master of Business Administration Hons, operationsmanagement, Anna University, batch of 2020.",Master of Business Administration,Master of Business Administration,Operations Management,,review_needed,L2,0.8736,87.4,wrong_field
Graduate of Pune University; qualification M B A  (supplychain).,Master of Business Administration,,Operations Management,,review_needed,L3,0.35,35.0,wrong_degree_and_field
MBA - Supply Chain - Amity University - 2022,Master of Business Administration,Master of Business Administration,Operations Management,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration in internationaltrade from Delhi University in 2018.,Master of Business Administration,Master of Business Administration,International Business,,review_needed,L2,0.8753,87.5,wrong_field
