raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
BSC - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
BSc / Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
B. Sc / Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
B. Sc - Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
"BSc, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
B.Sc (Computer Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
BSc - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
B.Sc. - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
BSc / Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
BSc (Computer Science (Applications)),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
BSc Hons - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
"B.Sc., Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"B.Sc, Computer Applications",Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
"BSc, Computer Applications",Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
B.Sc. in Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
B.Sc. (Computer Science (Applications)),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
B. Sc (Computer Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
"Bachelor of Engineering, Production Engineering",Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Electronics and Communication Engineering),Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Textile Engineering),Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Biotechnology Engineering),Bachelor of Engineering,Bachelor of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Biotechnology Engineering,Bachelor of Engineering,Bachelor of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Computer Science and Engineering),Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Instrumentation Engineering,Bachelor of Engineering,Bachelor of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Tecnology of Engineering,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Bachelor of Engineering in Electronics and Communication Engineering,Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Electronics and Communication Engineering,Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Instrumentation Engineering",Bachelor of Engineering,Bachelor of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Computer Science and Engineering",Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Enginering of Engineering,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7843,78.4,wrong_degree
Bachelor of Engineering - Metallurgical Engineering,Bachelor of Engineering,Bachelor of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Metallurgical Engineering,Bachelor of Engineering,Bachelor of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Electronics and Communication Engineering,Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Textile Engineering",Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Instrumentation Engineering,Bachelor of Engineering,Bachelor of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Textile Engineering,Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Tecnolgy of Engineering,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7667,76.7,wrong_degree
Bachelor of Engineering - Textile Engineering,Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Instrumentation Engineering,Bachelor of Engineering,Bachelor of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Electrical Engineering),Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Artificial Intelligence and Machine Learning",Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Electrical Engineering",Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Textile Engineering,Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Biotechnology Engineering",Bachelor of Engineering,Bachelor of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Electronics and Communication Engineering",Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Biotechnology Engineering,Bachelor of Engineering,Bachelor of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Metallurgical Engineering",Bachelor of Engineering,Bachelor of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Production Engineering),Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Engineering, Aerospace Engineering",Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering in Biotechnology Engineering,Bachelor of Engineering,Bachelor of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Artificial Intelligence and Machine Learning),Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Aerospace Engineering),Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering - Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering,Bachelor of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering / Metallurgical Engineering,Bachelor of Engineering,Bachelor of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Engineering (Metallurgical Engineering),Bachelor of Engineering,Bachelor of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachellor in Science,Bachelor of Science,Bachelor of Technology,,,review_needed,L2,0.8469,84.7,wrong_degree
B.Sc (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B.Sc - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B.Sc. (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B.Sc. - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc Hons / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Engg in Science,Bachelor of Science,Bachelor of Engineering,,,review_needed,L2,0.75,75.0,wrong_degree
B.Sc / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"B.Sc, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"B. Sc, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSC - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"BSc Hons, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSC (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Enginering in Science,Bachelor of Science,Enginering in Science,,,review_needed,L3,0.62,62.0,wrong_degree
"B.Sc., Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Science in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc Hons (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bacheler in Science,Bachelor of Science,Bachelor of Arts,,,fuzzy_matched,L2,0.8833,88.3,wrong_degree
B. Sc (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Science, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B. Sc - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Science (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSC in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B. Sc in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Tecnology in Science,Bachelor of Science,Tecnology in Science,,,review_needed,L3,0.62,62.0,wrong_degree
Tecnolgy in Science,Bachelor of Science,Tecnolgy in Science,,,review_needed,L3,0.62,62.0,wrong_degree
B.Sc. / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"BSc, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B.Sc in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B.Sc. in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSC / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"BSC, Computer Science and Engineering",Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc Hons in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc in Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc Hons - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
B. Sc / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Science - Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Science / Computer Science and Engineering,Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
BSc (Computer Science and Engineering),Bachelor of Science,Bachelor of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Production Engineering),Bachelor of Technology,Bachelor of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Computer Science and Engineering),Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Electrical Engineering),Bachelor of Technology,Bachelor of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Metallurgical Engineering",Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Electrical Engineering",Bachelor of Technology,Bachelor of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Electronics and Communication Engineering",Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Textile Engineering,Bachelor of Technology,Bachelor of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Biotechnology Engineering,Bachelor of Technology,Bachelor of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Instrumentation Engineering",Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Aerospace Engineering,Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Instrumentation Engineering,Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Textile Engineering,Bachelor of Technology,Bachelor of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Electrical Engineering,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Artificial Intelligence and Machine Learning,Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Textile Engineering,Bachelor of Technology,Bachelor of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Electronics and Communication Engineering,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Metallurgical Engineering,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Aerospace Engineering,Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Electronics and Communication Engineering,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Biotechnology Engineering,Bachelor of Technology,Bachelor of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Biotechnology Engineering),Bachelor of Technology,Bachelor of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Enginering of Technology,Bachelor of Technology,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
"Bachelor of Technology, Computer Science and Engineering",Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Metallurgical Engineering,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Biotechnology Engineering,Bachelor of Technology,Bachelor of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Metallurgical Engineering),Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Computer Science and Engineering,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Tecnology of Technology,Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Bachelor of Technology in Electronics and Communication Engineering,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Textile Engineering),Bachelor of Technology,Bachelor of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Tecnolgy of Technology,Bachelor of Technology,Master of Technology,,,review_needed,L2,0.7484,74.8,wrong_degree
Bachelor of Technology (Electronics and Communication Engineering),Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Artificial Intelligence and Machine Learning",Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Aerospace Engineering,Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Engg of Technology,Bachelor of Technology,Diploma in Engineering,,,review_needed,L2,0.8742,87.4,wrong_degree
Bachelor of Technology / Production Engineering,Bachelor of Technology,Bachelor of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Artificial Intelligence and Machine Learning,Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Instrumentation Engineering,Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Computer Science and Engineering,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Textile Engineering",Bachelor of Technology,Bachelor of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Artificial Intelligence and Machine Learning),Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Production Engineering",Bachelor of Technology,Bachelor of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Aerospace Engineering),Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Computer Science and Engineering,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Production Engineering,Bachelor of Technology,Bachelor of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Metallurgical Engineering,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Aerospace Engineering",Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Artificial Intelligence and Machine Learning,Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology (Instrumentation Engineering),Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology in Production Engineering,Bachelor of Technology,Bachelor of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology / Electrical Engineering,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Bachelor of Technology, Biotechnology Engineering",Bachelor of Technology,Bachelor of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Electrical Engineering,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Bachelor of Technology - Instrumentation Engineering,Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Electrical Engineering",Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Metallurgical Engineering",Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Production Engineering",Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic in Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Aerospace Engineering",Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Electrical Engineering",Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Artificial Intelligence and Machine Learning),Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Instrumentation Engineering",Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Computer Science and Engineering",Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic in Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Computer Science and Engineering",Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Metallurgical Engineering",Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic in Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Metallurgical Engineering),Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Textile Engineering),Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
