source_file,raw_input,canonical_degree_options,sample_id_example,note
layer1_exact_lookup_training.csv,"B.Tech., Software Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00885,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech., Textile Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00898,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Aerospace Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01667,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Artificial Intelligence and Machine Learning),Bachelor of Engineering|Bachelor of Technology,L1-00979,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Biotechnology Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00964,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Business Administration),Bachelor of Engineering|Bachelor of Technology,L1-01634,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Chemical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01744,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Chemistry),Bachelor of Engineering|Bachelor of Technology,L1-00963,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Civil Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01175,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Computer Science and Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00652,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Cybersecurity),Bachelor of Engineering|Bachelor of Technology,L1-01030,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Data Science),Bachelor of Engineering|Bachelor of Technology,L1-01381,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Electrical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00911,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Electronics and Communication Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00743,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Environmental Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01725,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Finance),Bachelor of Engineering|Bachelor of Technology,L1-01628,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Food Technology),Bachelor of Engineering|Bachelor of Technology,L1-01051,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Information Technology),Bachelor of Engineering|Bachelor of Technology,L1-00593,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Instrumentation Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01722,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Mathematics),Bachelor of Engineering|Bachelor of Technology,L1-01363,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Mechanical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00968,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Metallurgical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01377,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Mining Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00700,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Physics),Bachelor of Engineering|Bachelor of Technology,L1-01257,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Production Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01673,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Software Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00986,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE (Textile Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00775,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01191,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01002,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00658,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-00791,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01176,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01283,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01437,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01452,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01201,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Data Science,Bachelor of Engineering|Bachelor of Technology,L1-00615,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00732,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01682,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00749,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Finance,Bachelor of Engineering|Bachelor of Technology,L1-01168,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01419,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01486,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01035,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01499,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01676,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01605,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01173,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Physics,Bachelor of Engineering|Bachelor of Technology,L1-00682,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01375,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01037,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE - Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00905,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01575,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01488,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01757,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-00797,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01777,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01093,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00637,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01397,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01440,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Data Science,Bachelor of Engineering|Bachelor of Technology,L1-00837,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01157,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01165,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00918,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Finance,Bachelor of Engineering|Bachelor of Technology,L1-01800,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01090,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01270,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00740,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-00768,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01177,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01463,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01810,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Physics,Bachelor of Engineering|Bachelor of Technology,L1-00824,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00917,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00727,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE / Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00971,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01117,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01481,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00728,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-01092,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01796,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01200,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00947,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00726,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01003,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Data Science,Bachelor of Engineering|Bachelor of Technology,L1-01121,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01734,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01364,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01050,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Finance,Bachelor of Engineering|Bachelor of Technology,L1-01586,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01009,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-00648,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00655,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01515,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01247,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00795,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01119,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Physics,Bachelor of Engineering|Bachelor of Technology,L1-00603,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01871,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01561,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B.Tech/BE in Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01278,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Aerospace Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00705,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Artificial Intelligence and Machine Learning",Bachelor of Engineering|Bachelor of Technology,L1-01379,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Biotechnology Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00677,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Business Administration",Bachelor of Engineering|Bachelor of Technology,L1-00893,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Chemical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01571,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Chemistry",Bachelor of Engineering|Bachelor of Technology,L1-00670,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Civil Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00737,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Computer Science and Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00887,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Cybersecurity",Bachelor of Engineering|Bachelor of Technology,L1-00794,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Data Science",Bachelor of Engineering|Bachelor of Technology,L1-01487,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Electrical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01572,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Electronics and Communication Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01424,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Environmental Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01474,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Finance",Bachelor of Engineering|Bachelor of Technology,L1-01737,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Food Technology",Bachelor of Engineering|Bachelor of Technology,L1-01070,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Information Technology",Bachelor of Engineering|Bachelor of Technology,L1-01208,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Instrumentation Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01179,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Mathematics",Bachelor of Engineering|Bachelor of Technology,L1-00741,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Mechanical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00626,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Metallurgical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01344,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Mining Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01576,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Physics",Bachelor of Engineering|Bachelor of Technology,L1-01094,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Production Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00909,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Software Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00888,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"B.Tech/BE, Textile Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01454,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Aerospace Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01665,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Artificial Intelligence and Machine Learning),Bachelor of Engineering|Bachelor of Technology,L1-00819,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Biotechnology Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01656,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Business Administration),Bachelor of Engineering|Bachelor of Technology,L1-00752,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Chemical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01611,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Chemistry),Bachelor of Engineering|Bachelor of Technology,L1-01865,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Civil Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01343,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Computer Science and Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01537,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Cybersecurity),Bachelor of Engineering|Bachelor of Technology,L1-01760,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Data Science),Bachelor of Engineering|Bachelor of Technology,L1-01469,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Electrical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01004,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Electronics and Communication Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01060,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Environmental Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00589,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Finance),Bachelor of Engineering|Bachelor of Technology,L1-01703,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Food Technology),Bachelor of Engineering|Bachelor of Technology,L1-01366,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Information Technology),Bachelor of Engineering|Bachelor of Technology,L1-00803,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Instrumentation Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01754,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Mathematics),Bachelor of Engineering|Bachelor of Technology,L1-01595,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Mechanical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01007,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Metallurgical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01719,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Mining Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01510,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Physics),Bachelor of Engineering|Bachelor of Technology,L1-00725,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Production Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01357,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Software Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00631,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH (Textile Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01809,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00789,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01152,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00605,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-01159,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00636,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01388,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00618,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01082,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01558,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Data Science,Bachelor of Engineering|Bachelor of Technology,L1-00633,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01361,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01299,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00597,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Finance,Bachelor of Engineering|Bachelor of Technology,L1-00907,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01554,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01538,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01231,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01056,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01701,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01078,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,BTECH - Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01061,Exclude from F1 scoring until the business rule is decided.
