expected_label,predicted_label,count,is_correct
Bachelor Honours Degree||__NONE__,Bachelor with Honours||__NONE__,1,False
Bachelor Honours Degree||__NONE__,ustralian Bachelor with Honours||__NONE__,1,False
Bachelor of Architecture||__NONE__,B A R C H||__NONE__,1,False
Bachelor of Architecture||__NONE__,BArch||__NONE__,1,False
Bachelor of Architecture||__NONE__,States Bachelor of Architecture||__NONE__,1,False
Bachelor of Architecture||__NONE__,US B A R C H||__NONE__,1,False
Bachelor of Architecture||__NONE__,US BArch||__NONE__,1,False
Bachelor of Architecture||__NONE__,United States B A R C H||__NONE__,1,False
Bachelor of Architecture||__NONE__,United States BArch||__NONE__,1,False
Bachelor of Arts||__NONE__,A B||__NONE__,1,False
Bachelor of Arts||__NONE__,Artium Baccalaureus||__NONE__,1,False
Bachelor of Arts||__NONE__,BA Hons Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,BAHONSHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,IN B A||__NONE__,1,False
Bachelor of Arts||__NONE__,IN BA Hons Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,IN BAHONSHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,IN BA||__NONE__,1,False
Bachelor of Arts||__NONE__,India B A||__NONE__,1,False
Bachelor of Arts||__NONE__,India BA Hons Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,India BAHONSHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,India BAHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,India BA||__NONE__,1,False
Bachelor of Arts||__NONE__,Indian B A||__NONE__,1,False
Bachelor of Arts||__NONE__,Indian BA Hons Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,Indian BAHONSHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,Indian BAHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,Indian BA||__NONE__,1,False
Bachelor of Arts||__NONE__,UK B A||__NONE__,1,False
Bachelor of Arts||__NONE__,UK BA Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,UK BAHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,UK BA||__NONE__,1,False
Bachelor of Arts||__NONE__,US A B||__NONE__,1,False
Bachelor of Arts||__NONE__,US AB||__NONE__,1,False
Bachelor of Arts||__NONE__,US Artium Baccalaureus||__NONE__,1,False
Bachelor of Arts||__NONE__,US B A||__NONE__,1,False
Bachelor of Arts||__NONE__,US BA||__NONE__,1,False
Bachelor of Arts||__NONE__,United Kingdom B A||__NONE__,1,False
Bachelor of Arts||__NONE__,United Kingdom BA Hons||__NONE__,1,False
Bachelor of Arts||__NONE__,United Kingdom BAHONS||__NONE__,1,False
Bachelor of Arts||__NONE__,United Kingdom BA||__NONE__,1,False
Bachelor of Arts||__NONE__,United Kingdom Bachelor of Arts||__NONE__,1,False
Bachelor of Arts||__NONE__,United States A B||__NONE__,1,False
Bachelor of Arts||__NONE__,United States AB||__NONE__,1,False
Bachelor of Arts||__NONE__,United States B A||__NONE__,1,False
Bachelor of Arts||__NONE__,United States BA||__NONE__,1,False
Bachelor of Arts||__NONE__,United States Bachelor of Arts||__NONE__,1,False
Bachelor of Arts||__NONE__,ited States Artium Baccalaureus||__NONE__,1,False
Bachelor of Arts||__NONE__,m Bachelor of Arts with Honours||__NONE__,1,False
Bachelor of Business Administration||__NONE__,B.B.A. Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,BBAHONS||__NONE__,1,False
Bachelor of Business Administration||__NONE__,IN B.B.A. Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,IN BBAHONS||__NONE__,1,False
Bachelor of Business Administration||__NONE__,IN BBA||__NONE__,1,False
Bachelor of Business Administration||__NONE__,India B B A Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,India B B A||__NONE__,1,False
Bachelor of Business Administration||__NONE__,India B.B.A. Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,India BBAHONS||__NONE__,1,False
Bachelor of Business Administration||__NONE__,India BBA||__NONE__,1,False
Bachelor of Business Administration||__NONE__,Indian B B A Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,Indian B B A||__NONE__,1,False
Bachelor of Business Administration||__NONE__,Indian B.B.A. Hons||__NONE__,1,False
Bachelor of Business Administration||__NONE__,Indian BBAHONS||__NONE__,1,False
Bachelor of Business Administration||__NONE__,Indian BBA||__NONE__,1,False
Bachelor of Business Administration||__NONE__,US B B A||__NONE__,1,False
Bachelor of Business Administration||__NONE__,US BBA||__NONE__,1,False
Bachelor of Business Administration||__NONE__,United States B B A||__NONE__,1,False
Bachelor of Business Administration||__NONE__,United States BBA||__NONE__,1,False
Bachelor of Commerce||__NONE__,B C O M M||__NONE__,1,False
Bachelor of Commerce||__NONE__,BComm||__NONE__,1,False
Bachelor of Commerce||__NONE__,CA B C O M M||__NONE__,1,False
Bachelor of Commerce||__NONE__,CA B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,CA BComm||__NONE__,1,False
Bachelor of Commerce||__NONE__,CA BCom||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canada B C O M M||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canada B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canada B Com||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canada BComm||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canada BCom||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canadian B C O M M||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canadian B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canadian B Com||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canadian BComm||__NONE__,1,False
Bachelor of Commerce||__NONE__,Canadian BCom||__NONE__,1,False
Bachelor of Commerce||__NONE__,IN B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,India B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,India B Com||__NONE__,1,False
Bachelor of Commerce||__NONE__,India B. Com Hons||__NONE__,1,False
Bachelor of Commerce||__NONE__,India BCOMHONS||__NONE__,1,False
Bachelor of Commerce||__NONE__,India BCOM||__NONE__,1,False
Bachelor of Commerce||__NONE__,India BCom Hons||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian B C O M||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian B Com||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian B. Com Hons||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian BCOMHONS||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian BCOM||__NONE__,1,False
Bachelor of Commerce||__NONE__,Indian BCom Hons||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,BCAHONS||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,BCA||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,IN BCAHONS||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,IN BCA||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,India B C A||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,India BCAHONS||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,India BCA||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,Indian B C A||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,Indian BCAHONS||__NONE__,1,False
Bachelor of Computer Applications||__NONE__,Indian BCA||__NONE__,1,False
Bachelor of Engineering||__NONE__,BEHONSHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,DE B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,DE BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,German B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,German BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,Germany B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,Germany BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,IN B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,IN B E||__NONE__,1,False
Bachelor of Engineering||__NONE__,IN BEHONSHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,IN BENGHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,IN BE||__NONE__,1,False
Bachelor of Engineering||__NONE__,India B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,India B Eng||__NONE__,1,False
Bachelor of Engineering||__NONE__,India B E||__NONE__,1,False
Bachelor of Engineering||__NONE__,India BEHONSHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,India BEHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,India BENGHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,India BENG||__NONE__,1,False
Bachelor of Engineering||__NONE__,India BE||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian B Eng||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian B E||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian BEHONSHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian BEHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian BENGHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian BENG||__NONE__,1,False
Bachelor of Engineering||__NONE__,Indian BE||__NONE__,1,False
Bachelor of Engineering||__NONE__,UK B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,UK BENGHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,US B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,US B E||__NONE__,1,False
Bachelor of Engineering||__NONE__,US BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,US BE||__NONE__,1,False
Bachelor of Engineering||__NONE__,United Kingdom B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,United Kingdom BENGHONS||__NONE__,1,False
Bachelor of Engineering||__NONE__,United Kingdom BEng Hons||__NONE__,1,False
Bachelor of Engineering||__NONE__,United Kingdom BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,United States B E N G||__NONE__,1,False
Bachelor of Engineering||__NONE__,United States B E||__NONE__,1,False
Bachelor of Engineering||__NONE__,United States BEng||__NONE__,1,False
Bachelor of Engineering||__NONE__,United States BE||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,B F A||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,BFA||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,US B F A||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,US BFA||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,United States B F A||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,United States BFA||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,ed States Bachelor of Fine Arts||__NONE__,1,False
Bachelor of Fine Arts||__NONE__,nited States Fine Arts Bachelor||__NONE__,1,False
Bachelor of Laws||__NONE__,L L B||__NONE__,1,False
Bachelor of Laws||__NONE__,LLB||__NONE__,1,False
Bachelor of Laws||__NONE__,UK Bachelor of Laws||__NONE__,1,False
Bachelor of Laws||__NONE__,UK Bachelor of Law||__NONE__,1,False
Bachelor of Laws||__NONE__,UK L L B||__NONE__,1,False
Bachelor of Laws||__NONE__,UK LLB||__NONE__,1,False
Bachelor of Laws||__NONE__,United Kingdom Bachelor of Laws||__NONE__,1,False
Bachelor of Laws||__NONE__,United Kingdom Bachelor of Law||__NONE__,1,False
Bachelor of Laws||__NONE__,United Kingdom L L B||__NONE__,1,False
Bachelor of Laws||__NONE__,United Kingdom LLB||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,B M B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,BMBS||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,M B B C H||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,M B B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,M B C H B||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,MB ChB||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,MBBCh||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,MBBS||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK B M B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK BMBS||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK M B B C H||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK M B B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK M B C H B||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK MB ChB||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK MBBCh||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,UK MBBS||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom B M B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom BMBS||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom M B B C H||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom M B B S||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom M B C H B||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom M.B.C.H.B.||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom MB ChB||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom MBBCh||__NONE__,1,False
Bachelor of Medicine Bachelor of Surgery||__NONE__,United Kingdom MBBS||__NONE__,1,False
Bachelor of Music||__NONE__,B M U S||__NONE__,1,False
Bachelor of Music||__NONE__,B M||__NONE__,1,False
Bachelor of Music||__NONE__,BMus||__NONE__,1,False
Bachelor of Music||__NONE__,Bachelor of Engineering||__NONE__,1,False
Bachelor of Music||__NONE__,US B M U S||__NONE__,1,False
Bachelor of Music||__NONE__,US B M||__NONE__,1,False
Bachelor of Music||__NONE__,US BMus||__NONE__,1,False
Bachelor of Music||__NONE__,US BM||__NONE__,1,False
Bachelor of Music||__NONE__,US Bachelor of Music||__NONE__,1,False
Bachelor of Music||__NONE__,United States B M U S||__NONE__,1,False
Bachelor of Music||__NONE__,United States B M||__NONE__,1,False
Bachelor of Music||__NONE__,United States BMus||__NONE__,1,False
Bachelor of Music||__NONE__,United States BM||__NONE__,1,False
Bachelor of Music||__NONE__,United States Bachelor of Music||__NONE__,1,False
Bachelor of Science||__NONE__,IN B S C||__NONE__,1,False
Bachelor of Science||__NONE__,IN B Sc||__NONE__,1,False
Bachelor of Science||__NONE__,IN BSC Hons||__NONE__,1,False
Bachelor of Science||__NONE__,IN BSC||__NONE__,1,False
Bachelor of Science||__NONE__,India B S C||__NONE__,1,False
Bachelor of Science||__NONE__,India B Sc||__NONE__,1,False
Bachelor of Science||__NONE__,India BSC Hons||__NONE__,1,False
Bachelor of Science||__NONE__,India BSCHONS||__NONE__,1,False
Bachelor of Science||__NONE__,India BSC||__NONE__,1,False
Bachelor of Science||__NONE__,Indian B S C||__NONE__,1,False
Bachelor of Science||__NONE__,Indian B Sc||__NONE__,1,False
Bachelor of Science||__NONE__,Indian BSC Hons||__NONE__,1,False
Bachelor of Science||__NONE__,Indian BSCHONS||__NONE__,1,False
Bachelor of Science||__NONE__,Indian BSC||__NONE__,1,False
Bachelor of Science||__NONE__,S C B||__NONE__,1,False
Bachelor of Science||__NONE__,ScB||__NONE__,1,False
Bachelor of Science||__NONE__,UK B S C||__NONE__,1,False
Bachelor of Science||__NONE__,UK B Sc||__NONE__,1,False
Bachelor of Science||__NONE__,UK BSc Hons||__NONE__,1,False
Bachelor of Science||__NONE__,UK BSc||__NONE__,1,False
Bachelor of Science||__NONE__,US B S||__NONE__,1,False
Bachelor of Science||__NONE__,US BS||__NONE__,1,False
Bachelor of Science||__NONE__,US S C B||__NONE__,1,False
Bachelor of Science||__NONE__,US ScB||__NONE__,1,False
Bachelor of Science||__NONE__,United Kingdom B S C||__NONE__,1,False
Bachelor of Science||__NONE__,United Kingdom B Sc||__NONE__,1,False
Bachelor of Science||__NONE__,United Kingdom BSCHONS||__NONE__,1,False
Bachelor of Science||__NONE__,United Kingdom BSc Hons||__NONE__,1,False
Bachelor of Science||__NONE__,United Kingdom BSc||__NONE__,1,False
Bachelor of Science||__NONE__,United States B S||__NONE__,1,False
Bachelor of Science||__NONE__,United States BS||__NONE__,1,False
Bachelor of Science||__NONE__,United States S C B||__NONE__,1,False
Bachelor of Science||__NONE__,United States ScB||__NONE__,1,False
Bachelor of Science||__NONE__,achelor of Science with Honours||__NONE__,1,False
Bachelor of Social Work||__NONE__,B S W||__NONE__,1,False
Bachelor of Social Work||__NONE__,BSW||__NONE__,1,False
Bachelor of Social Work||__NONE__,States Bachelor of Social Work||__NONE__,1,False
Bachelor of Social Work||__NONE__,US B S W||__NONE__,1,False
Bachelor of Social Work||__NONE__,US BSW||__NONE__,1,False
Bachelor of Social Work||__NONE__,US Bachelor of Social Work||__NONE__,1,False
Bachelor of Social Work||__NONE__,United States B S W||__NONE__,1,False
Bachelor of Social Work||__NONE__,United States BSW||__NONE__,1,False
Bachelor of Technology||__NONE__,B T E C H||__NONE__,1,False
Bachelor of Technology||__NONE__,BTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,IN B T E C H||__NONE__,1,False
Bachelor of Technology||__NONE__,IN BTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,India 4YEARBTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,India B T E C H||__NONE__,1,False
Bachelor of Technology||__NONE__,India B Tech||__NONE__,1,False
Bachelor of Technology||__NONE__,India BTECHHONS||__NONE__,1,False
Bachelor of Technology||__NONE__,India BTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,Indian 4YEARBTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,Indian B T E C H||__NONE__,1,False
Bachelor of Technology||__NONE__,Indian BTECHHONS||__NONE__,1,False
Bachelor of Technology||__NONE__,Indian BTECH||__NONE__,1,False
Bachelor of Technology||__NONE__,Indian Tecnolgy of Technology||__NONE__,1,False
Bachelor's Degree||__NONE__,Gakushi||__NONE__,1,False
Bachelor's Degree||__NONE__,JP Gakushi||__NONE__,1,False
Bachelor's Degree||__NONE__,JP Japanese Bachelor||__NONE__,1,False
Bachelor's Degree||__NONE__,Japan Gakushi||__NONE__,1,False
Bachelor's Degree||__NONE__,Japan Japanese Bachelor||__NONE__,1,False
Bachelor's Degree||__NONE__,Japanese Bachelor||__NONE__,1,False
Bachelor's Degree||__NONE__,Japanese Gakushi||__NONE__,1,False
Bachelor's Degree||__NONE__,Japanese Japanese Bachelor||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,B T S||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,BTS||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,FR B T S||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,FR BTS||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,France B T S||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,France BTS||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,French B T S||__NONE__,1,False
Brevet de Technicien Superieur||__NONE__,French BTS||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,FR I N G||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,FR Ing||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,France I N G||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,France Ing||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,French I N G||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,French Ing||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,I N G||__NONE__,1,False
Diplome d'Ingenieur||__NONE__,Ing||__NONE__,1,False
Diplom||__NONE__,D I P L||__NONE__,1,False
Diplom||__NONE__,DE D I P L||__NONE__,1,False
Diplom||__NONE__,DE Dipl.||__NONE__,1,False
Diplom||__NONE__,Dipl.||__NONE__,1,False
Diplom||__NONE__,German D I P L||__NONE__,1,False
Diplom||__NONE__,German Dipl.||__NONE__,1,False
Diplom||__NONE__,Germany D I P L||__NONE__,1,False
Diplom||__NONE__,Germany Dipl.||__NONE__,1,False
Doctor of Business Administration||__NONE__,UK D B A||__NONE__,1,False
Doctor of Business Administration||__NONE__,UK DBA||__NONE__,1,False
Doctor of Business Administration||__NONE__,US D B A||__NONE__,1,False
Doctor of Business Administration||__NONE__,US DBA||__NONE__,1,False
Doctor of Business Administration||__NONE__,United Kingdom D B A||__NONE__,1,False
Doctor of Business Administration||__NONE__,United Kingdom DBA||__NONE__,1,False
Doctor of Business Administration||__NONE__,United States D B A||__NONE__,1,False
Doctor of Business Administration||__NONE__,United States DBA||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,D D S||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,DDS||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,States Doctor of Dental Surgery||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,US D D S||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,US DDS||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,United States D D S||__NONE__,1,False
Doctor of Dental Surgery||__NONE__,United States DDS||__NONE__,1,False
Doctor of Education||__NONE__,UK Doctor of Education||__NONE__,1,False
Doctor of Education||__NONE__,UK E D D||__NONE__,1,False
Doctor of Education||__NONE__,UK EdD||__NONE__,1,False
Doctor of Education||__NONE__,US Doctor of Education||__NONE__,1,False
Doctor of Education||__NONE__,US E D D||__NONE__,1,False
Doctor of Education||__NONE__,US EdD||__NONE__,1,False
Doctor of Education||__NONE__,United Kingdom E D D||__NONE__,1,False
Doctor of Education||__NONE__,United Kingdom EdD||__NONE__,1,False
Doctor of Education||__NONE__,United States E D D||__NONE__,1,False
Doctor of Education||__NONE__,United States EdD||__NONE__,1,False
Doctor of Education||__NONE__,ited States Doctor of Education||__NONE__,1,False
Doctor of Education||__NONE__,ted Kingdom Doctor of Education||__NONE__,1,False
Doctor of Medicine||__NONE__,M D||__NONE__,1,False
Doctor of Medicine||__NONE__,US Doctor of Medicine||__NONE__,1,False
Doctor of Medicine||__NONE__,US M D||__NONE__,1,False
Doctor of Medicine||__NONE__,US MD||__NONE__,1,False
Doctor of Medicine||__NONE__,United States M D||__NONE__,1,False
Doctor of Medicine||__NONE__,United States MD||__NONE__,1,False
Doctor of Medicine||__NONE__,nited States Doctor of Medicine||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,D N P||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,DNP||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,US D N P||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,US DNP||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,US Doctor of Nursing Practice||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,United States D N P||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,United States DNP||__NONE__,1,False
Doctor of Nursing Practice||__NONE__,ates Doctor of Nursing Practice||__NONE__,1,False
Doctor of Pharmacy||__NONE__,PharmD||__NONE__,1,False
Doctor of Pharmacy||__NONE__,US Doctor of Pharmacy||__NONE__,1,False
Doctor of Pharmacy||__NONE__,US PharmD||__NONE__,1,False
Doctor of Pharmacy||__NONE__,United States PharmD||__NONE__,1,False
Doctor of Pharmacy||__NONE__,nited States Doctor of Pharmacy||__NONE__,1,False
Doctor of Philosophy||__NONE__,DPHILHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,DPhil Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN D P H I L||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN DPHILHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN DPHIL||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN DPhil Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN PHDHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN PHD||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN Ph. D. Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,IN Ph.D Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,India D P H I L||__NONE__,1,False
Doctor of Philosophy||__NONE__,India DPHILHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,India DPHIL||__NONE__,1,False
Doctor of Philosophy||__NONE__,India DPhil Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,India Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,India P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,India PHDHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,India PHD||__NONE__,1,False
Doctor of Philosophy||__NONE__,India Ph. D. Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,India Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,India Ph.D Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian D P H I L||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian DPHILHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian DPHIL||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian DPhil Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian PHDHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian PHD||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian Ph. D. Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,Indian Ph.D Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,PHDHONS||__NONE__,1,False
Doctor of Philosophy||__NONE__,Ph. D. Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,Ph.D Hons||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK D P H I L||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK DPhil||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,UK PhD||__NONE__,1,False
Doctor of Philosophy||__NONE__,US Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,US P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,US Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,US PhD||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom D P H I L||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom DPhil||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,United Kingdom PhD||__NONE__,1,False
Doctor of Philosophy||__NONE__,United States Doctorate||__NONE__,1,False
Doctor of Philosophy||__NONE__,United States P H D||__NONE__,1,False
Doctor of Philosophy||__NONE__,United States Ph. D.||__NONE__,1,False
Doctor of Philosophy||__NONE__,United States PhD||__NONE__,1,False
Doctor of Psychology||__NONE__,P S Y D||__NONE__,1,False
