raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
BcS in Operations Management,Bachelor of Business Administration,BcS in Operations Management,Operations Management,Operations Management,review_needed,L3,0.62,62.0,wrong_degree
B.cS. - Marketing,Bachelor of Business Administration,,Marketing,Marketing,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. Sc n Banking and Finance,Bachelor of Business Administration,Bachelor of Business Administration,Banking and Finance,,fuzzy_matched,L2,0.986,98.6,wrong_field
B. cS in Banking and Finance,Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,review_needed,L2,0.75,75.0,wrong_degree
B. cS / Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,review_needed,L2,0.75,75.0,wrong_degree
BcS / Marketing,Bachelor of Business Administration,,Marketing,Marketing,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.cS / Human Resources Management,Bachelor of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"BcS, International Business",Bachelor of Business Administration,,International Business,International Business,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BcS (International Business),Bachelor of Business Administration,,International Business,International Business,review_needed,L3,0.35,35.0,wrong_degree
BSc (International Busi,Bachelor of Business Administration,Bachelor of Business Administration,International Business,,fuzzy_matched,L2,0.9167,91.7,wrong_field
BSc Hns / Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons / Business Administration,Bachelor of Business Administration,,Business Administration,Business Administration,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. cS - Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,review_needed,L2,0.75,75.0,wrong_degree
B.Sc n International Business,Bachelor of Business Administration,Bachelor of Business Administration,International Business,,fuzzy_matched,L2,0.987,98.7,wrong_field
B.cS in International Business,Bachelor of Business Administration,B.cS in International Business,International Business,International Business,review_needed,L3,0.62,62.0,wrong_degree
B.cS. / Banking and Finance,Bachelor of Business Administration,,Banking and Finance,Banking and Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. cS / Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,review_needed,L2,0.75,75.0,wrong_degree
B.cS. / Commerce,Bachelor of Business Administration,,Commerce,Commerce,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"BCS, Accounting",Bachelor of Business Administration,,Accounting,Accounting,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"BCS, Finance",Bachelor of Business Administration,,Finance,Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc n Entrepreneurship,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,fuzzy_matched,L2,0.9833,98.3,wrong_field
BcS in Entrepreneurship,Bachelor of Business Administration,BcS in Entrepreneurship,Entrepreneurship,Entrepreneurship,review_needed,L3,0.62,62.0,wrong_degree
"BSc Hns, Banking and Finance",Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,review_needed,L2,0.8571,85.7,wrong_degree
"BcS Hons, Banking and Finance",Bachelor of Business Administration,,Banking and Finance,Banking and Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCS / Human Resources Management,Bachelor of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. cS / Commerce,Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,review_needed,L2,0.75,75.0,wrong_degree
B.cS. (Banking and Finance),Bachelor of Business Administration,,Banking and Finance,Banking and Finance,review_needed,L3,0.35,35.0,wrong_degree
B.Sc. (Banking and Fina,Bachelor of Business Administration,Bachelor of Business Administration,Banking and Finance,,fuzzy_matched,L2,0.9302,93.0,wrong_field
BAB (Hons),Bachelor of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
BcS - Accounting,Bachelor of Business Administration,,Accounting,Accounting,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCS (Commerce),Bachelor of Business Administration,,Commerce,Commerce,review_needed,L3,0.35,35.0,wrong_degree
BSC (Comm,Bachelor of Business Administration,Bachelor of Science,Commerce,,review_needed,L2,0.8409,84.1,wrong_degree_and_field
B.cS. - Finance,Bachelor of Business Administration,,Finance,Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. cS (Banking and Finance),Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,review_needed,L2,0.75,75.0,wrong_degree
B. Sc (Banking and Fina,Bachelor of Business Administration,Bachelor of Business Administration,Banking and Finance,,fuzzy_matched,L2,0.9333,93.3,wrong_field
"B.cS., International Business",Bachelor of Business Administration,,International Business,International Business,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc Hns / Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons / Finance,Bachelor of Business Administration,,Finance,Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"B.cS, International Business",Bachelor of Business Administration,,International Business,International Business,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc Hns - Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons - Finance,Bachelor of Business Administration,,Finance,Finance,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.cS. - Operations Management,Bachelor of Business Administration,,Operations Management,Operations Management,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BcS (Finance),Bachelor of Business Administration,,Finance,Finance,review_needed,L3,0.35,35.0,wrong_degree
BSc (Fin,Bachelor of Business Administration,Bachelor of Science,Finance,,review_needed,L2,0.86,86.0,wrong_degree_and_field
B.cS. / Marketing,Bachelor of Business Administration,,Marketing,Marketing,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.cS (International Business),Bachelor of Business Administration,,International Business,International Business,review_needed,L3,0.35,35.0,wrong_degree
B.Sc (International Busi,Bachelor of Business Administration,Bachelor of Business Administration,International Business,,fuzzy_matched,L2,0.9167,91.7,wrong_field
BCS / International Business,Bachelor of Business Administration,,International Business,International Business,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc Hns / International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons / International Business,Bachelor of Business Administration,,International Business,International Business,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"B.cS, Operations Management",Bachelor of Business Administration,,Operations Management,Operations Management,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCS - Accounting,Bachelor of Business Administration,,Accounting,Accounting,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.cS / Accounting,Bachelor of Business Administration,,Accounting,Accounting,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"B. cS, Business Administration",Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,review_needed,L2,0.75,75.0,wrong_degree
B.cS / Operations Management,Bachelor of Business Administration,,Operations Management,Operations Management,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.Sc n Commerce,Bachelor of Business Administration,Bachelor of Business Administration,Commerce,,fuzzy_matched,L2,0.9731,97.3,wrong_field
B.cS in Commerce,Bachelor of Business Administration,B.cS in Commerce,Commerce,Commerce,review_needed,L3,0.62,62.0,wrong_degree
Bacheloro,Bachelor of Commerce,Bachelor of Arts,,,review_needed,L2,0.7826,78.3,wrong_degree
BSc Hns (Computer Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons (Computer Applications),Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
BSc Hons (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8636,86.4,wrong_field
BCS (Computer Applications),Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
BSC (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8636,86.4,wrong_field
B.Sc n Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Engineering,Computer Science (Applications),,review_needed,L2,0.7924,79.2,wrong_degree_and_field
B.cS in Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BSc Hns (Computer Science (Applications)),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons (Computer Science (Applications)),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BSc Hons (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9,90.0,wrong_field
B.cS - Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc Hns - Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons - Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. Sc n Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),fuzzy_matched,L2,0.8888,88.9,wrong_degree
B. cS in Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.75,75.0,wrong_degree
"B.cS., Computer Applications",Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.C..,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
B.C,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
BSc Hns in Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons in Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
"B. cS, Computer Applications",Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.75,75.0,wrong_degree
Bachelor of Computer Applications (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),Computer Science and Engineering,fuzzy_matched,L2,0.9825,98.2,wrong_field
BSc n Computer Applications,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.9865,98.7,wrong_field
BcS in Computer Applications,Bachelor of Computer Applications,BcS in Computer Applications,Computer Applications,Computer Applications,review_needed,L3,0.62,62.0,wrong_degree
BCS / Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSc Hns in Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons in Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
"BSc Hns, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.7571,75.7,wrong_degree
"BcS Hons, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"BSc Hons, Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.725,72.5,wrong_degree
BCS - Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.Sc n Computer Applications,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.9865,98.7,wrong_field
B.cS in Computer Applications,Bachelor of Computer Applications,B.cS in Computer Applications,Computer Applications,Computer Applications,review_needed,L3,0.62,62.0,wrong_degree
BSc Hns / Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons / Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.cS. (Computer Applications),Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
B.Sc. (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8636,86.4,wrong_field
BSc n Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Engineering,Computer Science (Applications),,review_needed,L2,0.7924,79.2,wrong_degree_and_field
BcS in Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B. cS - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.75,75.0,wrong_degree
BSC n Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Engineering,Computer Science (Applications),,review_needed,L2,0.7924,79.2,wrong_degree_and_field
BCS in Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B. cS (Computer Science (Applications)),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.75,75.0,wrong_degree
B. Sc (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9032,90.3,wrong_field
BachelorofCompu,Bachelor of Computer Applications,Bachelor of Commerce,,,review_needed,L2,0.7879,78.8,wrong_degree
B. Sc n Computer Applications,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.987,98.7,wrong_field
B. cS in Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.75,75.0,wrong_degree
b.c..,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
b.c,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
BcS (Computer Applications),Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
BSc (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8636,86.4,wrong_field
B.cS. / Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
"B. cS, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.7876,78.8,wrong_degree
"B. Sc, Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.7384,73.8,wrong_degree
B.cS / Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
"BCS, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"BSC, Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.725,72.5,wrong_degree
B.cS. - Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"BSc Hns, Computer Applications",Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.8571,85.7,wrong_degree
"BcS Hons, Computer Applications",Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BSC n Computer Applications,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.9865,98.7,wrong_field
BCS in Computer Applications,Bachelor of Computer Applications,BCS in Computer Applications,Computer Applications,Computer Applications,review_needed,L3,0.62,62.0,wrong_degree
B.cS - Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B C  (Hons),Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
BCS / Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B C  Hons,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
"BCS, Computer Applications",Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.Sc. n Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Engineering,Computer Science (Applications),,review_needed,L2,0.7924,79.2,wrong_degree_and_field
B.cS. in Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B.cS (Computer Science (Applications)),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B.Sc (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9,90.0,wrong_field
B.cS. / Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCS (Computer Science (Applications)),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BSC (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9,90.0,wrong_field
B. cS / Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.75,75.0,wrong_degree
BSc Hns / Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons / Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B.cS / Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"B.cS, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"B.Sc, Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.725,72.5,wrong_degree
b c ,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
BcS - Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCS - Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
Bachelor of Computer Applications (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.9798,98.0,wrong_field
BcS / Computer Applications,Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. cS / Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.75,75.0,wrong_degree
B. cS - Computer Applications,Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.75,75.0,wrong_degree
B C ,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
B.C.. (Hons),Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
"BcS, Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"BSc, Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.725,72.5,wrong_degree
B.cS (Computer Applications),Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3,0.35,35.0,wrong_degree
B.Sc (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8636,86.4,wrong_field
BcS - Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B.cS. - Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BC (Hons),Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
BAC (Hons),Bachelor of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
BcS / Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BcS (Computer Science (Applications)),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
BSc (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9,90.0,wrong_field
BSc Hns - Computer Science (Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Science (Applications),Computer Science (Applications),review_needed,L2,0.8571,85.7,wrong_degree
BcS Hons - Computer Science (Applications),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
"B.cS., Computer Science (Applications)",Bachelor of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.8071,80.7,wrong_degree
"B.Sc., Computer Sc1ence (Applications)",Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.725,72.5,wrong_degree
BC Hons,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
BAC Hons,Bachelor of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
"B.cS, Computer Applications",Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"BcS, Computer Applications",Bachelor of Computer Applications,,Computer Applications,Computer Applications,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.Sc. n Computer Applications,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,fuzzy_matched,L2,0.9865,98.7,wrong_field
B.cS. in Computer Applications,Bachelor of Computer Applications,B.cS. in Computer Applications,Computer Applications,Computer Applications,review_needed,L3,0.62,62.0,wrong_degree
B.C.. Hons,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
B.C.A. oHns,Bachelor of Computer Applications,Bachelor of Commerce,,,review_needed,L2,0.75,75.0,wrong_degree
B.C Hons,Bachelor of Computer Applications,Bachelor of Science,,,review_needed,L2,0.8,80.0,wrong_degree
B.cS. (Computer Science (Applications)),Bachelor of Computer Applications,,Computer Science (Applications),Computer Science (Applications),review_needed,L3,0.35,35.0,wrong_degree
B.Sc. (Computer Science (Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Science (Applications),,fuzzy_matched,L2,0.9,90.0,wrong_field
B. cS (Computer Applications),Bachelor of Computer Applications,Bachelor of Science,Computer Applications,Computer Applications,review_needed,L2,0.75,75.0,wrong_degree
B. Sc (Computer Applic,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8696,87.0,wrong_field
"Bachlor of Engineering, Production Engineering",Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
"Bcahelor of Engineering, Production Engineering",Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
"Bache1or of Engineering, Production Engineering",Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering (Electronics and Communication Engineering),Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering (Electronics and Communication Engineering),Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering (Electronics and Communication Engineering),Bachelor of Engineering,Bachelor of Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering - Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering - Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering - Aerospace Engineering,Bachelor of Engineering,Bachelor of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering - Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering - Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering - Artificial Intelligence and Machine Learning,Bachelor of Engineering,Bachelor of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering in Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering in Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering in Computer Science and Engineering,Bachelor of Engineering,Bachelor of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering / Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering / Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering / Production Engineering,Bachelor of Engineering,Bachelor of Engineering,Production Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering - Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering - Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bache1or of Engineering - Electrical Engineering,Bachelor of Engineering,Bachelor of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
Bachlor of Engineering (Textile Engineering),Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9778,97.8,wrong_field
Bcahelor of Engineering (Textile Engineering),Bachelor of Engineering,Bachelor of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9565,95.7,wrong_field
