raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Indian M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M B A (India),Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian M B A (IN),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M B A (1-2 years),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M B A,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M B A degree,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M B A (India),Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
India M B A (IN),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M B A (1-2 years),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M B A degree,Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M B A qualification,Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Master of Business Administration (Hons) degree,Master of Business Administration,Master of Engineering,,,review_needed,L2,0.8696,87.0,wrong_degree
India Master of Business Administration (Hons) degree,Master of Business Administration,Master of Engineering,,,review_needed,L2,0.8791,87.9,wrong_degree
India Master of Business Administration (Hons) qualification,Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.7919,79.2,wrong_degree
E M B A,Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
E M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
E M B A (India),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
E M B A (IN),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
E M B A (1-2 years),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
Indian E M B A,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian E M B A degree,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian E M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian E M B A (India),Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian E M B A (IN),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian E M B A (1-2 years),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India E M B A,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India E M B A degree,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India E M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India E M B A (India),Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
India E M B A (IN),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India E M B A (1-2 years),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN E M B A,Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
IN E M B A degree,Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
IN E M B A qualification,Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
IN E M B A (India),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
IN E M B A (IN),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
IN E M B A (1-2 years),Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
MBAHONS,Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
MBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
MBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
MBAHONS (India),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
MBAHONS (IN),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
MBAHONS (1-2 years),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
Indian MBAHONS,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MBAHONS (India),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MBAHONS (IN),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian MBAHONS (1-2 years),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS (India),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS (IN),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MBAHONS (1-2 years),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN MBAHONS,Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN MBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN MBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN MBAHONS (India),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN MBAHONS (IN),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN MBAHONS (1-2 years),Master of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
EMBAHONS,Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
EMBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
EMBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
EMBAHONS (India),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
EMBAHONS (IN),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
EMBAHONS (1-2 years),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
Indian EMBAHONS,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian EMBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian EMBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian EMBAHONS (India),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian EMBAHONS (IN),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian EMBAHONS (1-2 years),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS (India),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS (IN),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India EMBAHONS (1-2 years),Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN EMBAHONS,Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
IN EMBAHONS degree,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN EMBAHONS qualification,Master of Business Administration,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN EMBAHONS (India),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
IN EMBAHONS (IN),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
IN EMBAHONS (1-2 years),Master of Business Administration,Bachelor of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
M C O M qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C O M,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C O M degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C O M qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C O M (India),Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian M C O M (IN),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C O M (1-2 years),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C O M,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C O M degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C O M qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C O M (India),Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
India M C O M (IN),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C O M (1-2 years),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M C O M degree,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M C O M qualification,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
M Com qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M Com degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M Com qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M Com degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M Com qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M Com degree,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M Com qualification,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
MCOMHONS,Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
MCOMHONS degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MCOMHONS qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MCOMHONS (India),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
MCOMHONS (IN),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
MCOMHONS (1-2 years),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
Indian MCOMHONS,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCOMHONS degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCOMHONS qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCOMHONS (India),Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian MCOMHONS (IN),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCOMHONS (1-2 years),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCOMHONS,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCOMHONS degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCOMHONS qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCOMHONS (India),Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
India MCOMHONS (IN),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCOMHONS (1-2 years),Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN MCOMHONS,Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
IN MCOMHONS degree,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MCOMHONS qualification,Master of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MCOMHONS (India),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
IN MCOMHONS (IN),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
IN MCOMHONS (1-2 years),Master of Commerce,Bachelor of Commerce,,,review_needed,L2,0.875,87.5,wrong_degree
MasterofCommerce qualification,Master of Commerce,Master of Computer Applications,,,review_needed,L2,0.7586,75.9,wrong_degree
Indian MasterofCommerce qualification,Master of Commerce,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India MasterofCommerce qualification,Master of Commerce,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN MasterofCommerce qualification,Master of Commerce,Master of Computer Applications,,,review_needed,L2,0.7586,75.9,wrong_degree
M. Com (Hons) qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. Com (Hons) degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M. Com (Hons) qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. Com (Hons) degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M. Com (Hons) qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M. Com (Hons) degree,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M. Com (Hons) qualification,Master of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Master of Computer Applications qualification,Master of Computer Applications,Bachelor of Computer Applications,,,review_needed,L2,0.7844,78.4,wrong_degree
India Master of Computer Applications qualification,Master of Computer Applications,Bachelor of Computer Applications,,,review_needed,L2,0.7869,78.7,wrong_degree
M C A qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C A degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C A qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C A degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C A qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M C A qualification,Master of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
MCAHONS,Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
MCAHONS degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MCAHONS qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MCAHONS (India),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
MCAHONS (IN),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
MCAHONS (1-2 years),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
Indian MCAHONS,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCAHONS degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCAHONS qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCAHONS (India),Master of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian MCAHONS (IN),Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MCAHONS (1-2 years),Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCAHONS,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCAHONS degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCAHONS qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCAHONS (India),Master of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
India MCAHONS (IN),Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MCAHONS (1-2 years),Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN MCAHONS,Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
IN MCAHONS degree,Master of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MCAHONS qualification,Master of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MCAHONS (India),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
IN MCAHONS (IN),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
IN MCAHONS (1-2 years),Master of Computer Applications,Bachelor of Arts,,,review_needed,L2,0.7692,76.9,wrong_degree
Indian Master of Computer Applications Hons qualification,Master of Computer Applications,Bachelor of Computer Applications,,,review_needed,L2,0.7844,78.4,wrong_degree
India Master of Computer Applications Hons qualification,Master of Computer Applications,Bachelor of Computer Applications,,,review_needed,L2,0.7869,78.7,wrong_degree
M C A (Hons) qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C A (Hons) degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M C A (Hons) qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C A (Hons) degree,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M C A (Hons) qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M C A (Hons) qualification,Master of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian M E (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
India M E (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M E degree,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M E qualification,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
M E N G (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
M E N G (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E N G,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E N G degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E N G qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E N G (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian M E N G (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M E N G (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E N G,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E N G degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E N G qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E N G (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
India M E N G (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M E N G (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M E N G,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M E N G degree,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M E N G qualification,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M E N G (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M E N G (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M E N G (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M Eng qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M Eng degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M Eng qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M Eng degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M Eng qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M Eng degree,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M Eng qualification,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
M.E. (Hons) qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons) degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons) qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons) (India),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons) (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian M.E. (Hons) (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons) degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons) qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons) (India),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons) (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India M.E. (Hons) (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN M.E. (Hons) degree,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN M.E. (Hons) qualification,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
MEHONS,Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
MEHONS degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MEHONS qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MEHONS (India),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
MEHONS (IN),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
MEHONS (1-2 years),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
Indian MEHONS,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MEHONS degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MEHONS qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MEHONS (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian MEHONS (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MEHONS (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MEHONS,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MEHONS degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MEHONS qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MEHONS (India),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
India MEHONS (IN),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MEHONS (1-2 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN MEHONS,Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
IN MEHONS degree,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MEHONS qualification,Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN MEHONS (India),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
IN MEHONS (IN),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
IN MEHONS (1-2 years),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.8333,83.3,wrong_degree
Indian M.Eng (Hons),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian M.Eng (Hons) degree,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
